id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,motivo_rechazo
1162,12743,,9761.68,No especificado,fecha_invalida
1163,10671,,9755.75,No especificado,fecha_invalida
1164,23556,,3978.56,Abierto,fecha_invalida
1165,9198,,,Cerrado,"fecha_invalida,monto_invalido"
1166,24114,,3471.47,Rechazado,fecha_invalida
1167,286,,8397.54,Cerrado,fecha_invalida
1168,19075,,,Abierto,"fecha_invalida,monto_invalido"
1169,11760,,3075.23,Cerrado,fecha_invalida
1170,12816,,8627.81,Abierto,fecha_invalida
1171,6309,,7539.72,Cerrado,fecha_invalida
1172,10330,,,Rechazado,"fecha_invalida,monto_invalido"
1173,24937,,10267.29,Cerrado,fecha_invalida
1174,13,,,No especificado,"fecha_invalida,monto_invalido"
1175,14609,,2394.64,Abierto,fecha_invalida
1176,4604,,768.24,No especificado,fecha_invalida
1177,20034,,1063.96,Abierto,fecha_invalida
1178,453,,4385.65,Abierto,fecha_invalida
1179,6385,,513.6,Rechazado,fecha_invalida
1180,19288,,1147.2,Cerrado,fecha_invalida
1181,801,,7863.08,Rechazado,fecha_invalida
1182,24739,,,Abierto,"fecha_invalida,monto_invalido"
1184,15381,,2152.09,No especificado,fecha_invalida
1185,15619,,5907.17,No especificado,fecha_invalida
1186,11436,,9269.46,Abierto,fecha_invalida
1187,20954,,4227.36,No especificado,fecha_invalida
1188,11278,,9954.49,Cerrado,fecha_invalida
1189,13758,,7538.65,Cerrado,fecha_invalida
1190,2561,,9708.16,No especificado,fecha_invalida
1191,24567,,8626.26,No especificado,fecha_invalida
1194,12360,,1257.06,No especificado,fecha_invalida
1195,1088,,,No especificado,"fecha_invalida,monto_invalido"
1196,10349,,9104.31,Cerrado,fecha_invalida
1197,22770,2025-12-02,,Abierto,monto_invalido
1198,1007,,,Cerrado,"fecha_invalida,monto_invalido"
1199,7316,,,Cerrado,"fecha_invalida,monto_invalido"
1200,14387,,1174.91,Cerrado,fecha_invalida
1201,10811,,,Abierto,"fecha_invalida,monto_invalido"
1202,15557,,11977.15,Abierto,fecha_invalida
1204,10792,,2449.52,No especificado,fecha_invalida
1205,2785,,,No especificado,"fecha_invalida,monto_invalido"
1206,15823,,9814.88,Cerrado,fecha_invalida
1207,1951,,7073.11,Abierto,fecha_invalida
1208,12085,,7292.34,No especificado,fecha_invalida
1209,20312,,1540.0,Rechazado,fecha_invalida
1210,24186,,12984.46,Cerrado,fecha_invalida
1211,23782,2025-12-23,,Rechazado,monto_invalido
1212,18598,,5927.99,No especificado,fecha_invalida
1213,17164,2025-11-14,,No especificado,monto_invalido
1214,4547,2025-03-08,,No especificado,monto_invalido
1215,10385,,2146.77,Rechazado,fecha_invalida
1217,1757,,13977.45,Cerrado,fecha_invalida
1218,13968,,5718.28,Cerrado,fecha_invalida
1219,12303,,,Rechazado,"fecha_invalida,monto_invalido"
1220,11652,,9053.89,No especificado,fecha_invalida
1221,8298,2026-01-19,,Abierto,monto_invalido
1222,4761,2025-08-16,,No especificado,monto_invalido
1223,8808,,5726.65,Abierto,fecha_invalida
1224,12468,,13427.65,Rechazado,fecha_invalida
1225,23885,,12134.93,No especificado,fecha_invalida
1226,4251,,,Cerrado,"fecha_invalida,monto_invalido"
1227,25832,,,No especificado,"fecha_invalida,monto_invalido"
1228,2407,,5542.27,Cerrado,fecha_invalida
1229,405,,2902.16,No especificado,fecha_invalida
1230,10348,,14201.74,No especificado,fecha_invalida
1231,21623,2025-10-10,,Abierto,monto_invalido
1233,19055,,493.42,Rechazado,fecha_invalida
1234,18450,,9867.5,Cerrado,fecha_invalida
1235,8554,,9417.71,Abierto,fecha_invalida
1236,18995,,14867.87,Abierto,fecha_invalida
1238,9697,,1040.72,Cerrado,fecha_invalida
1239,21836,,12831.95,Rechazado,fecha_invalida
1240,16223,,277.84,No especificado,fecha_invalida
1241,21089,,1043.91,Cerrado,fecha_invalida
1242,16772,,,No especificado,"fecha_invalida,monto_invalido"
1243,7188,,2976.15,Cerrado,fecha_invalida
1244,12283,,7946.62,Abierto,fecha_invalida
1245,9315,,5018.98,No especificado,fecha_invalida
1246,22854,,2984.77,Cerrado,fecha_invalida
1248,23191,2025-01-21,,Cerrado,monto_invalido
1249,20643,,6978.95,Cerrado,fecha_invalida
1250,639,,10710.26,No especificado,fecha_invalida
1252,22472,,2721.9,Cerrado,fecha_invalida
1253,8538,,,Abierto,"fecha_invalida,monto_invalido"
1254,20454,,,Rechazado,"fecha_invalida,monto_invalido"
1255,5220,,115.46,Rechazado,fecha_invalida
1256,19180,,4203.56,Abierto,fecha_invalida
1257,5501,,4905.82,Abierto,fecha_invalida
1258,16974,,3290.95,Abierto,fecha_invalida
1260,19935,,11443.65,No especificado,fecha_invalida
1261,10131,,8864.57,No especificado,fecha_invalida
1262,25653,,5950.12,Rechazado,fecha_invalida
1263,14945,2025-06-22,,Abierto,monto_invalido
1264,25585,,,Abierto,"fecha_invalida,monto_invalido"
1265,18782,,6593.27,Rechazado,fecha_invalida
1267,6892,,10975.97,Cerrado,fecha_invalida
1268,16249,,13323.22,No especificado,fecha_invalida
1269,21082,,,No especificado,"fecha_invalida,monto_invalido"
1270,12115,,9620.5,Abierto,fecha_invalida
1271,2456,,,Abierto,"fecha_invalida,monto_invalido"
1272,25857,,,Cerrado,"fecha_invalida,monto_invalido"
1273,2951,,10068.99,Abierto,fecha_invalida
1275,19288,,2725.82,No especificado,fecha_invalida
1276,280,,,Cerrado,"fecha_invalida,monto_invalido"
1277,20864,,1036.3,No especificado,fecha_invalida
1278,1004,,5515.78,Rechazado,fecha_invalida
1279,22809,,11632.79,Abierto,fecha_invalida
1280,4880,,4587.25,Cerrado,fecha_invalida
1281,9897,,5477.26,Rechazado,fecha_invalida
1282,12153,,14167.1,Abierto,fecha_invalida
1283,701,,9490.68,Cerrado,fecha_invalida
1284,7964,,,Cerrado,"fecha_invalida,monto_invalido"
1285,13726,,2496.81,Rechazado,fecha_invalida
1287,7682,,,Abierto,"fecha_invalida,monto_invalido"
1290,11498,,6656.02,Abierto,fecha_invalida
1291,5882,,,Rechazado,"fecha_invalida,monto_invalido"
1293,10643,,303.03,Abierto,fecha_invalida
1294,23967,,13944.49,No especificado,fecha_invalida
1295,21960,,12943.58,No especificado,fecha_invalida
1296,5367,,2696.11,Cerrado,fecha_invalida
1297,3203,,,Rechazado,"fecha_invalida,monto_invalido"
1298,21679,,3205.53,Abierto,fecha_invalida
1299,1862,,3051.7,Abierto,fecha_invalida
1300,13633,,6440.54,No especificado,fecha_invalida
1301,4930,,499.17,Rechazado,fecha_invalida
1302,6501,,7922.05,No especificado,fecha_invalida
1303,264,,,Abierto,"fecha_invalida,monto_invalido"
1304,17185,,2863.3,Cerrado,fecha_invalida
1306,3099,,7877.21,No especificado,fecha_invalida
1307,17248,,,No especificado,"fecha_invalida,monto_invalido"
1308,20819,,12807.83,No especificado,fecha_invalida
1309,14353,,2037.84,Abierto,fecha_invalida
1310,12726,,3196.63,No especificado,fecha_invalida
1311,2315,,14201.32,No especificado,fecha_invalida
1312,2189,,14191.56,Abierto,fecha_invalida
1314,4439,,5353.68,Cerrado,fecha_invalida
1315,13728,,1409.91,Abierto,fecha_invalida
1316,12800,,,Abierto,"fecha_invalida,monto_invalido"
1317,19371,,,Cerrado,"fecha_invalida,monto_invalido"
1318,13716,,10715.88,Rechazado,fecha_invalida
1319,5559,,,Rechazado,"fecha_invalida,monto_invalido"
1320,4918,,1501.08,No especificado,fecha_invalida
1321,5808,,13056.06,Cerrado,fecha_invalida
1322,7393,2025-05-19,,No especificado,monto_invalido
1323,16976,,10001.37,Abierto,fecha_invalida
1324,16939,,10120.18,Cerrado,fecha_invalida
1325,6766,,,Abierto,"fecha_invalida,monto_invalido"
1326,21581,,13247.47,No especificado,fecha_invalida
1327,5838,,5233.17,Cerrado,fecha_invalida
1328,23471,,5596.99,Abierto,fecha_invalida
1330,12750,,8095.69,Abierto,fecha_invalida
1331,4675,,8657.7,Abierto,fecha_invalida
1333,4591,,12730.18,Abierto,fecha_invalida
1334,7227,,804.95,Cerrado,fecha_invalida
1335,23315,,14684.93,No especificado,fecha_invalida
1336,21837,,3334.44,Cerrado,fecha_invalida
1337,17413,,10772.53,Cerrado,fecha_invalida
1338,15367,,,Abierto,"fecha_invalida,monto_invalido"
1339,9171,,,Cerrado,"fecha_invalida,monto_invalido"
1341,23276,,12496.18,Cerrado,fecha_invalida
1342,20930,,,No especificado,"fecha_invalida,monto_invalido"
1343,4046,,10329.5,Abierto,fecha_invalida
1344,19571,,8283.79,Abierto,fecha_invalida
1345,21223,,9074.3,Cerrado,fecha_invalida
1346,22227,,2622.23,Abierto,fecha_invalida
1347,15514,,12002.76,No especificado,fecha_invalida
1349,12103,,682.74,Abierto,fecha_invalida
1350,5092,,500.96,Abierto,fecha_invalida
1351,563,,,Cerrado,"fecha_invalida,monto_invalido"
1352,734,,7397.35,Cerrado,fecha_invalida
1353,7303,,5680.67,Cerrado,fecha_invalida
1354,3772,,10725.18,Abierto,fecha_invalida
1355,12151,,4698.5,No especificado,fecha_invalida
1356,23951,,12068.19,Cerrado,fecha_invalida
1357,22130,,11891.95,No especificado,fecha_invalida
1358,23652,,5850.34,No especificado,fecha_invalida
1359,14693,,8813.51,Rechazado,fecha_invalida
1361,24260,,9292.89,Rechazado,fecha_invalida
1362,21685,,,Rechazado,"fecha_invalida,monto_invalido"
1363,13954,,9163.92,Abierto,fecha_invalida
1364,13980,,8707.04,No especificado,fecha_invalida
1365,2636,,5232.09,Abierto,fecha_invalida
1366,17006,,3110.71,Abierto,fecha_invalida
1367,6415,,2046.86,Cerrado,fecha_invalida
1368,8517,,1480.73,Cerrado,fecha_invalida
1369,20754,,8463.75,Cerrado,fecha_invalida
1370,12779,2026-02-21,,No especificado,monto_invalido
1371,7640,,,Cerrado,"fecha_invalida,monto_invalido"
1372,22316,,11612.33,Cerrado,fecha_invalida
1373,1379,,12470.22,No especificado,fecha_invalida
1374,23715,,9377.3,No especificado,fecha_invalida
1375,21863,,7731.57,Abierto,fecha_invalida
1376,23249,,5608.92,Abierto,fecha_invalida
1378,11583,,658.77,Abierto,fecha_invalida
1379,25727,,,Rechazado,"fecha_invalida,monto_invalido"
1380,8316,,,Cerrado,"fecha_invalida,monto_invalido"
1381,10201,,3670.1,Cerrado,fecha_invalida
1382,24644,,13161.99,Cerrado,fecha_invalida
1384,3654,,8018.27,Cerrado,fecha_invalida
1386,15656,,12330.75,Abierto,fecha_invalida
1387,11547,,9451.98,Cerrado,fecha_invalida
1388,2414,,,Abierto,"fecha_invalida,monto_invalido"
1389,20596,,14855.63,No especificado,fecha_invalida
1390,24285,,1372.5,Abierto,fecha_invalida
1391,14555,,12680.32,Rechazado,fecha_invalida
1393,4540,,768.87,Rechazado,fecha_invalida
1394,21463,,3636.5,No especificado,fecha_invalida
1395,6852,,12344.54,Abierto,fecha_invalida
1396,21395,,5952.86,Rechazado,fecha_invalida
1398,13443,,4318.21,Cerrado,fecha_invalida
1399,3874,,9300.73,Abierto,fecha_invalida
1400,19676,2025-06-03,,No especificado,monto_invalido
1401,23112,,4658.41,Abierto,fecha_invalida
1403,4283,,2633.56,Cerrado,fecha_invalida
1404,14776,,13119.37,No especificado,fecha_invalida
1405,8294,,,Cerrado,"fecha_invalida,monto_invalido"
1406,8719,,5915.97,Abierto,fecha_invalida
1407,13052,,,No especificado,"fecha_invalida,monto_invalido"
1408,11496,,4223.35,Cerrado,fecha_invalida
1409,2869,,1436.35,Abierto,fecha_invalida
1410,15619,,509.16,Abierto,fecha_invalida
1411,10651,,,Abierto,"fecha_invalida,monto_invalido"
1413,25745,,,Cerrado,"fecha_invalida,monto_invalido"
1414,25620,,8940.16,No especificado,fecha_invalida
1415,9335,,,Abierto,"fecha_invalida,monto_invalido"
1416,1806,,3319.22,Cerrado,fecha_invalida
1417,21070,,10902.82,No especificado,fecha_invalida
1419,22929,,14636.87,Cerrado,fecha_invalida
1420,9081,,,Abierto,"fecha_invalida,monto_invalido"
1421,11500,,3250.69,Cerrado,fecha_invalida
1422,11242,,5377.58,Cerrado,fecha_invalida
1423,20759,,8372.01,Abierto,fecha_invalida
1424,21782,2025-07-31,,Rechazado,monto_invalido
1425,3831,,4022.3,Abierto,fecha_invalida
1426,15555,,11281.7,Abierto,fecha_invalida
1427,9624,,3204.41,No especificado,fecha_invalida
1428,5384,,,Rechazado,"fecha_invalida,monto_invalido"
1429,6094,,5609.24,Abierto,fecha_invalida
1430,13806,,4148.18,No especificado,fecha_invalida
1431,9337,,,Rechazado,"fecha_invalida,monto_invalido"
1433,7520,,4779.21,No especificado,fecha_invalida
1434,7243,,9405.4,Abierto,fecha_invalida
1435,19763,,8214.41,No especificado,fecha_invalida
1436,9916,,7881.42,Abierto,fecha_invalida
1437,11222,,,Rechazado,"fecha_invalida,monto_invalido"
1439,9524,,9763.54,Cerrado,fecha_invalida
1441,11343,,,Rechazado,"fecha_invalida,monto_invalido"
1442,10386,,3876.08,Rechazado,fecha_invalida
1443,3844,,11811.71,Rechazado,fecha_invalida
1444,24168,,14088.58,Cerrado,fecha_invalida
1445,18385,,,Cerrado,"fecha_invalida,monto_invalido"
1446,24075,,13164.51,Cerrado,fecha_invalida
1447,21799,,,Abierto,"fecha_invalida,monto_invalido"
1450,9478,,,Abierto,"fecha_invalida,monto_invalido"
1451,6017,,10790.9,Abierto,fecha_invalida
1453,6962,,1960.6,Rechazado,fecha_invalida
1454,13894,,,Cerrado,"fecha_invalida,monto_invalido"
1455,6845,,6984.65,Abierto,fecha_invalida
1456,6309,,11704.65,Cerrado,fecha_invalida
1457,7235,,9943.98,Rechazado,fecha_invalida
1458,2953,,11070.01,No especificado,fecha_invalida
1459,24954,,,Abierto,"fecha_invalida,monto_invalido"
1460,14525,,11664.98,Cerrado,fecha_invalida
1461,13174,,,Cerrado,"fecha_invalida,monto_invalido"
1462,19453,,9532.75,No especificado,fecha_invalida
1463,16375,,14655.63,No especificado,fecha_invalida
1464,6576,,1345.69,No especificado,fecha_invalida
1466,24405,,,No especificado,"fecha_invalida,monto_invalido"
1467,8091,,10067.34,Cerrado,fecha_invalida
1469,1197,,11255.78,No especificado,fecha_invalida
1470,14357,,14734.22,Abierto,fecha_invalida
1471,11356,,11938.75,No especificado,fecha_invalida
1472,25735,,273.0,Rechazado,fecha_invalida
1473,6774,,12349.69,Abierto,fecha_invalida
1475,17162,,12664.2,Cerrado,fecha_invalida
1476,15429,,3455.7,Cerrado,fecha_invalida
1477,1797,,7228.05,Abierto,fecha_invalida
1478,17213,,6066.61,Abierto,fecha_invalida
1479,13889,,,Rechazado,"fecha_invalida,monto_invalido"
1481,21619,,,Abierto,"fecha_invalida,monto_invalido"
1482,12339,,3411.32,Abierto,fecha_invalida
1483,24886,,2221.79,No especificado,fecha_invalida
1485,3739,,14002.05,Cerrado,fecha_invalida
1486,23140,,2239.16,Abierto,fecha_invalida
1487,22507,,,Abierto,"fecha_invalida,monto_invalido"
1488,16339,,9866.18,Abierto,fecha_invalida
1489,10152,2025-07-12,,Cerrado,monto_invalido
1490,10919,,,No especificado,"fecha_invalida,monto_invalido"
1491,19473,,10608.9,Rechazado,fecha_invalida
1492,21099,,12954.99,Cerrado,fecha_invalida
1493,18230,,3242.03,No especificado,fecha_invalida
1494,15707,,6861.88,Abierto,fecha_invalida
1496,19417,2025-06-26,,Rechazado,monto_invalido
1498,3723,,,No especificado,"fecha_invalida,monto_invalido"
1499,1534,,12862.23,Abierto,fecha_invalida
1500,5188,,4021.79,Cerrado,fecha_invalida
1502,22109,,7280.03,Cerrado,fecha_invalida
1507,5010,,5191.04,Abierto,fecha_invalida
1508,23922,,,Cerrado,"fecha_invalida,monto_invalido"
1509,7610,,2361.74,Rechazado,fecha_invalida
1510,24665,,4582.76,No especificado,fecha_invalida
1511,7607,,-13471.35,Rechazado,fecha_invalida
1512,5142,,332.33,Abierto,fecha_invalida
1513,22963,,3458.42,Abierto,fecha_invalida
1514,25692,,,No especificado,"fecha_invalida,monto_invalido"
1515,17258,,4635.56,Rechazado,fecha_invalida
1516,13612,,5423.67,Abierto,fecha_invalida
1517,6321,,1441.95,No especificado,fecha_invalida
1519,2732,,,Cerrado,"fecha_invalida,monto_invalido"
1520,19601,,2751.89,No especificado,fecha_invalida
1521,17514,,1287.58,No especificado,fecha_invalida
1522,25614,,8082.96,Cerrado,fecha_invalida
1523,8973,,169.84,No especificado,fecha_invalida
1525,23896,,13646.22,Abierto,fecha_invalida
1526,8984,,,Abierto,"fecha_invalida,monto_invalido"
1528,24261,,673.3,No especificado,fecha_invalida
1529,7374,,3842.97,Abierto,fecha_invalida
1530,5798,,10158.37,Abierto,fecha_invalida
1531,6913,,413.69,No especificado,fecha_invalida
1532,3410,,13331.11,No especificado,fecha_invalida
1533,11986,,9924.28,Abierto,fecha_invalida
1534,23962,,487.62,No especificado,fecha_invalida
1535,77,,1178.57,Abierto,fecha_invalida
1536,12103,,10843.39,Abierto,fecha_invalida
1537,20430,,2969.85,No especificado,fecha_invalida
1538,23031,,6244.92,Abierto,fecha_invalida
1540,19844,,,No especificado,"fecha_invalida,monto_invalido"
1541,17026,,14486.33,Abierto,fecha_invalida
1542,23386,,4286.4,Abierto,fecha_invalida
1543,2999,,,Abierto,"fecha_invalida,monto_invalido"
1544,5361,,,Cerrado,"fecha_invalida,monto_invalido"
1545,21286,,10473.34,Rechazado,fecha_invalida
1546,6982,,8590.3,Rechazado,fecha_invalida
1547,2713,,14836.7,Cerrado,fecha_invalida
1548,6038,,7697.95,No especificado,fecha_invalida
1549,16260,,1838.76,Cerrado,fecha_invalida
1550,8469,,,Abierto,"fecha_invalida,monto_invalido"
1551,24210,,13017.38,No especificado,fecha_invalida
1552,12525,,13068.51,Abierto,fecha_invalida
1555,21895,,3573.48,Cerrado,fecha_invalida
1556,15290,,,Abierto,"fecha_invalida,monto_invalido"
1557,2875,,13122.47,Abierto,fecha_invalida
1558,19253,,7586.96,Cerrado,fecha_invalida
1559,22819,,9352.32,Abierto,fecha_invalida
1560,17335,,10290.63,Abierto,fecha_invalida
1561,11098,,9822.63,Cerrado,fecha_invalida
1562,18159,2025-04-16,,Rechazado,monto_invalido
1563,24590,,10818.93,Rechazado,fecha_invalida
1565,8482,,4333.38,No especificado,fecha_invalida
1566,6849,,3892.12,Rechazado,fecha_invalida
1568,7268,,,Abierto,"fecha_invalida,monto_invalido"
1570,9794,,12343.31,Abierto,fecha_invalida
1571,2817,,8768.67,No especificado,fecha_invalida
1572,25506,,,Cerrado,"fecha_invalida,monto_invalido"
1573,18576,,8546.09,Abierto,fecha_invalida
1574,20263,,,Abierto,"fecha_invalida,monto_invalido"
1576,11899,,14332.84,Rechazado,fecha_invalida
1577,20862,,888.16,Rechazado,fecha_invalida
1578,11943,,10299.33,No especificado,fecha_invalida
1579,16882,,755.76,Rechazado,fecha_invalida
1581,24898,,5976.74,Abierto,fecha_invalida
1582,16622,,,No especificado,"fecha_invalida,monto_invalido"
1583,15796,,3950.21,Rechazado,fecha_invalida
1584,9543,,14269.64,Rechazado,fecha_invalida
1585,7750,,14826.99,Abierto,fecha_invalida
1586,12676,,10701.9,Abierto,fecha_invalida
1589,18614,,4144.8,Cerrado,fecha_invalida
1590,14687,,12635.32,Cerrado,fecha_invalida
1591,16340,,,Abierto,"fecha_invalida,monto_invalido"
1592,14672,,4060.14,Abierto,fecha_invalida
1593,17794,,124.71,Cerrado,fecha_invalida
1594,6947,,1246.82,No especificado,fecha_invalida
1595,16650,,6602.32,No especificado,fecha_invalida
1596,20438,,5672.27,No especificado,fecha_invalida
1597,21771,,,Abierto,"fecha_invalida,monto_invalido"
1598,12815,,11055.38,Abierto,fecha_invalida
1599,17274,,8445.17,Cerrado,fecha_invalida
1600,16134,,,Rechazado,"fecha_invalida,monto_invalido"
1601,25582,,1773.66,Cerrado,fecha_invalida
1602,21142,,5456.03,Abierto,fecha_invalida
1603,22121,,13184.77,Cerrado,fecha_invalida
1604,7108,2025-12-25,,No especificado,monto_invalido
1605,24145,,5079.39,Abierto,fecha_invalida
1606,11783,,10644.47,Rechazado,fecha_invalida
1607,19514,,3430.22,Abierto,fecha_invalida
1609,9973,,8344.04,Abierto,fecha_invalida
1610,20853,,14916.37,Abierto,fecha_invalida
1611,5761,,422.91,No especificado,fecha_invalida
1612,16850,,5320.82,No especificado,fecha_invalida
1614,22551,,14069.5,No especificado,fecha_invalida
1615,12778,2025-06-24,,No especificado,monto_invalido
1617,10680,,2936.7,Abierto,fecha_invalida
1619,4319,,8406.7,Rechazado,fecha_invalida
1620,17234,,4176.97,Cerrado,fecha_invalida
1622,9705,,10663.53,No especificado,fecha_invalida
1624,20288,,,No especificado,"fecha_invalida,monto_invalido"
1625,20251,,3105.78,Cerrado,fecha_invalida
1627,12223,,5806.47,No especificado,fecha_invalida
1628,19419,,8875.22,Abierto,fecha_invalida
1629,7756,,3970.26,No especificado,fecha_invalida
1630,6147,,9172.71,Rechazado,fecha_invalida
1631,23663,,9825.35,No especificado,fecha_invalida
1632,24698,,8147.96,No especificado,fecha_invalida
1633,13439,,8464.07,Rechazado,fecha_invalida
1634,13554,,,Abierto,"fecha_invalida,monto_invalido"
1635,1899,,3611.54,Cerrado,fecha_invalida
1636,18942,,7658.59,Abierto,fecha_invalida
1637,24853,,14517.28,No especificado,fecha_invalida
1639,18349,,,No especificado,"fecha_invalida,monto_invalido"
1640,12237,,,No especificado,"fecha_invalida,monto_invalido"
1641,7726,,11900.49,Cerrado,fecha_invalida
1642,5128,,5998.03,No especificado,fecha_invalida
1643,24800,,2225.29,Rechazado,fecha_invalida
1644,20306,,,Abierto,"fecha_invalida,monto_invalido"
1646,18662,,5421.05,Cerrado,fecha_invalida
1648,8730,,7269.02,Abierto,fecha_invalida
1649,20308,,14566.91,No especificado,fecha_invalida
1650,23878,,6367.46,No especificado,fecha_invalida
1651,497,,,Abierto,"fecha_invalida,monto_invalido"
1652,3274,,4403.86,Abierto,fecha_invalida
1653,23044,,9906.16,Rechazado,fecha_invalida
1654,140,,,Abierto,"fecha_invalida,monto_invalido"
1655,6461,,1794.45,Abierto,fecha_invalida
1656,22727,,2116.47,Abierto,fecha_invalida
1657,15344,,14721.34,Cerrado,fecha_invalida
1658,11203,,,No especificado,"fecha_invalida,monto_invalido"
1660,13791,,9738.63,Rechazado,fecha_invalida
1661,19514,,5785.53,Abierto,fecha_invalida
1662,10657,,,Cerrado,"fecha_invalida,monto_invalido"
1663,1536,,4094.39,Rechazado,fecha_invalida
1664,4046,,5640.41,Abierto,fecha_invalida
1665,7354,,5707.24,Rechazado,fecha_invalida
1666,21309,,6049.07,Cerrado,fecha_invalida
1667,16218,2025-06-16,,Cerrado,monto_invalido
1668,22198,,1454.97,No especificado,fecha_invalida
1669,16274,2026-02-05,,No especificado,monto_invalido
1670,25748,,,No especificado,"fecha_invalida,monto_invalido"
1672,15931,,12335.99,No especificado,fecha_invalida
1673,19684,,4090.88,Cerrado,fecha_invalida
1674,23943,,5803.78,Cerrado,fecha_invalida
1675,22816,,13433.8,No especificado,fecha_invalida
1676,3211,,417.92,Abierto,fecha_invalida
1677,10356,,6125.12,Cerrado,fecha_invalida
1678,15487,,4073.39,No especificado,fecha_invalida
1679,5678,,946.57,Abierto,fecha_invalida
1680,16276,,3621.25,Abierto,fecha_invalida
1682,10030,,8025.3,Cerrado,fecha_invalida
1683,22209,,6950.72,Cerrado,fecha_invalida
1684,8607,,,No especificado,"fecha_invalida,monto_invalido"
1685,20635,,,No especificado,"fecha_invalida,monto_invalido"
1686,21541,,5751.4,Cerrado,fecha_invalida
1687,6289,,8359.01,Abierto,fecha_invalida
1688,14006,,10717.35,Abierto,fecha_invalida
1689,18789,,,Abierto,"fecha_invalida,monto_invalido"
1690,13496,,,Cerrado,"fecha_invalida,monto_invalido"
1691,5604,,1639.43,Cerrado,fecha_invalida
1692,8897,,10700.54,Cerrado,fecha_invalida
1693,22679,,6624.27,No especificado,fecha_invalida
1694,12135,,14171.39,No especificado,fecha_invalida
1695,22979,,5342.61,Cerrado,fecha_invalida
1696,3,,3842.84,Cerrado,fecha_invalida
1697,9911,,1268.23,Cerrado,fecha_invalida
1698,362,,10705.25,No especificado,fecha_invalida
1699,6458,,11003.47,Cerrado,fecha_invalida
1701,3628,,198.12,Cerrado,fecha_invalida
1704,23784,,,Rechazado,"fecha_invalida,monto_invalido"
1705,10032,,11034.33,No especificado,fecha_invalida
1706,6400,,10276.18,No especificado,fecha_invalida
1707,18921,,3154.38,Abierto,fecha_invalida
1708,23367,,4989.47,Abierto,fecha_invalida
1709,25857,,3504.9,Abierto,fecha_invalida
1710,24381,,,Cerrado,"fecha_invalida,monto_invalido"
1711,487,,11102.58,Cerrado,fecha_invalida
1712,725,,4628.82,Cerrado,fecha_invalida
1713,19951,2025-06-13,,No especificado,monto_invalido
1714,16177,,,Cerrado,"fecha_invalida,monto_invalido"
1716,15646,,6969.42,Abierto,fecha_invalida
1717,16310,,997.25,Abierto,fecha_invalida
1719,23646,,,Abierto,"fecha_invalida,monto_invalido"
1720,9594,,,No especificado,"fecha_invalida,monto_invalido"
1721,17403,,14084.26,Cerrado,fecha_invalida
1722,12854,,,No especificado,"fecha_invalida,monto_invalido"
1723,22585,,11017.87,Abierto,fecha_invalida
1726,15203,,1691.15,Abierto,fecha_invalida
1727,22791,,3290.56,Abierto,fecha_invalida
1728,18014,,6059.38,Cerrado,fecha_invalida
1729,21018,,2315.11,Cerrado,fecha_invalida
1730,18609,,13971.11,Cerrado,fecha_invalida
1731,17953,,3607.23,No especificado,fecha_invalida
1732,21801,,6022.36,No especificado,fecha_invalida
1734,18711,,2970.31,Abierto,fecha_invalida
1736,11816,,5443.92,Cerrado,fecha_invalida
1737,14435,,4637.3,Abierto,fecha_invalida
1738,21295,,13384.46,No especificado,fecha_invalida
1742,5917,,2720.64,Cerrado,fecha_invalida
1743,21885,,1468.6,Cerrado,fecha_invalida
1745,3242,,13344.51,Cerrado,fecha_invalida
1746,6812,,10981.75,Cerrado,fecha_invalida
1748,578,,13210.33,Cerrado,fecha_invalida
1749,18459,,7168.82,Cerrado,fecha_invalida
1750,16349,,13412.59,Abierto,fecha_invalida
1751,14157,,9988.32,Cerrado,fecha_invalida
1752,21814,,7726.82,Cerrado,fecha_invalida
1753,16158,,8538.48,Rechazado,fecha_invalida
1754,15985,,1894.27,Abierto,fecha_invalida
1755,12517,,,No especificado,"fecha_invalida,monto_invalido"
1757,583,,11197.37,Cerrado,fecha_invalida
1758,22353,,13507.25,Cerrado,fecha_invalida
1759,12557,,2980.87,Abierto,fecha_invalida
1761,3377,2026-01-05,,Abierto,monto_invalido
1762,3692,,9676.04,No especificado,fecha_invalida
1763,23579,,4609.03,No especificado,fecha_invalida
1764,1221,,10531.93,Cerrado,fecha_invalida
1765,11078,,2803.48,Abierto,fecha_invalida
1766,6556,,8873.53,Abierto,fecha_invalida
1768,14986,,6540.78,Cerrado,fecha_invalida
1769,4781,,,No especificado,"fecha_invalida,monto_invalido"
1770,15069,,12092.65,Cerrado,fecha_invalida
1771,22197,,3166.46,Cerrado,fecha_invalida
1773,5273,,9839.8,No especificado,fecha_invalida
1774,7242,,14191.33,Cerrado,fecha_invalida
1775,23224,,13837.08,Cerrado,fecha_invalida
1776,20436,,,Rechazado,"fecha_invalida,monto_invalido"
1777,13885,,,Cerrado,"fecha_invalida,monto_invalido"
1778,983,,4936.73,No especificado,fecha_invalida
1779,21484,,3767.35,Cerrado,fecha_invalida
1780,11872,,7972.84,Cerrado,fecha_invalida
1781,4050,,10099.53,No especificado,fecha_invalida
1782,21554,,5842.04,Cerrado,fecha_invalida
1783,21334,,7384.45,Abierto,fecha_invalida
1784,18429,2025-03-13,,No especificado,monto_invalido
