id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
3468,,1391,23,8,11,1925.88,353.23,181565.52,fecha_invalida
3469,2025-08-18,2095,70,12,4,,12.8,44133.6,prima_invalida
3470,,785,55,12,12,1569.85,,219634.81,"fecha_invalida,comision_invalida"
3471,2025-08-01,1629,13,5,10,1061.48,,154227.99,comision_invalida
3472,,522,40,11,6,1214.56,203.41,,"fecha_invalida,monto_invalido"
3473,,2052,66,6,11,1910.42,,60225.85,"fecha_invalida,comision_invalida"
3474,,2193,60,4,2,,35.3,79267.41,"fecha_invalida,prima_invalida"
3475,,3867,31,7,6,,127.25,,"fecha_invalida,prima_invalida,monto_invalido"
3476,,2913,60,5,12,1579.89,298.16,,"fecha_invalida,monto_invalido"
3477,,333,22,10,1,1766.93,,250052.22,"fecha_invalida,comision_invalida"
3478,,1371,13,1,10,1576.32,140.61,,"fecha_invalida,monto_invalido"
3479,,887,43,3,9,,130.92,,"fecha_invalida,prima_invalida,monto_invalido"
3481,,1245,13,11,6,156.87,,7620.37,"fecha_invalida,comision_invalida"
3482,,193,73,3,10,1065.11,199.41,98731.02,fecha_invalida
3484,,2020,11,10,3,1630.08,,120438.08,"fecha_invalida,comision_invalida"
3485,,1658,13,11,3,1193.73,90.68,126556.37,fecha_invalida
3486,2025-02-28,561,28,14,8,,461.73,,"prima_invalida,monto_invalido"
3487,,1863,39,13,5,,21.85,20897.18,"fecha_invalida,prima_invalida"
3488,2026-01-18,2966,10,2,6,-1108.14,,117015.29,comision_invalida
3489,,1160,54,13,4,1430.43,132.66,,"fecha_invalida,monto_invalido"
3490,,2614,11,12,10,,305.41,185277.55,"fecha_invalida,prima_invalida"
3491,,451,22,4,11,1746.63,103.41,171895.23,fecha_invalida
3492,,964,22,12,7,931.24,90.09,80988.58,fecha_invalida
3493,,514,50,7,4,104.42,17.54,11595.51,fecha_invalida
3494,,1209,76,11,4,,,,"fecha_invalida,prima_invalida,comision_invalida,monto_invalido"
3495,,1548,65,11,7,787.22,47.76,,"fecha_invalida,monto_invalido"
3496,,715,29,4,9,1127.63,,197831.55,"fecha_invalida,comision_invalida"
3497,,1714,7,4,6,881.68,75.96,,"fecha_invalida,monto_invalido"
3498,,792,20,11,10,723.38,170.16,,"fecha_invalida,monto_invalido"
3499,,753,36,5,11,,172.22,,"fecha_invalida,prima_invalida,monto_invalido"
3500,,1465,71,4,10,800.79,166.21,,"fecha_invalida,monto_invalido"
3501,,2124,48,1,7,,41.26,31568.5,"fecha_invalida,prima_invalida"
3502,2025-08-29,2731,76,13,3,1323.97,109.72,,monto_invalido
3504,,1964,64,11,8,973.79,,135434.9,"fecha_invalida,comision_invalida"
3505,,2848,61,7,7,1379.43,264.16,29522.13,fecha_invalida
3506,,225,14,11,11,745.47,,60519.37,"fecha_invalida,comision_invalida"
3507,,2768,2,2,9,1311.87,133.1,195546.34,fecha_invalida
3508,,548,74,5,6,,333.86,175956.33,"fecha_invalida,prima_invalida"
3509,,2027,21,4,1,1133.66,145.92,161955.6,fecha_invalida
3510,,550,32,5,3,1365.41,340.4,,"fecha_invalida,monto_invalido"
3511,2025-09-28,1935,36,15,11,349.06,85.24,,monto_invalido
3512,,1041,76,11,11,,272.04,112631.69,"fecha_invalida,prima_invalida"
3513,,2734,76,3,3,268.47,66.8,46874.99,fecha_invalida
3514,,834,22,14,7,,381.81,,"fecha_invalida,prima_invalida,monto_invalido"
3515,,479,22,14,3,1185.29,,232923.07,"fecha_invalida,comision_invalida"
3516,,1265,79,14,10,,157.36,,"fecha_invalida,prima_invalida,monto_invalido"
3517,,1623,62,4,10,293.89,20.4,13276.14,fecha_invalida
3518,,564,77,3,8,263.78,434.74,50937.87,fecha_invalida
3519,,293,18,15,11,294.59,43.75,20752.39,fecha_invalida
3520,,2045,56,2,5,,404.91,79355.04,"fecha_invalida,prima_invalida"
3521,,2276,77,12,9,432.68,75.92,75256.26,fecha_invalida
3522,,2925,35,13,6,51.78,,3395.25,"fecha_invalida,comision_invalida"
3523,,503,27,7,12,668.79,139.94,,"fecha_invalida,monto_invalido"
3525,,1859,22,6,12,-546.84,105.26,55691.67,fecha_invalida
3527,,1428,74,15,3,,199.3,,"fecha_invalida,prima_invalida,monto_invalido"
3528,,2844,18,9,2,1060.12,,94371.07,"fecha_invalida,comision_invalida"
3529,2025-06-09,1736,32,15,6,0.0,,,"comision_invalida,monto_invalido"
3530,,304,68,7,3,,52.52,13669.1,"fecha_invalida,prima_invalida"
3531,,835,5,7,11,1554.54,,213350.27,"fecha_invalida,comision_invalida"
3532,,2526,3,1,7,838.68,111.26,162812.34,fecha_invalida
3533,,2017,75,11,10,564.98,137.71,,"fecha_invalida,monto_invalido"
3534,,1590,60,15,10,1317.88,108.06,29069.58,fecha_invalida
3535,,2426,31,11,8,1915.44,153.99,320381.95,fecha_invalida
3536,,2078,5,9,2,612.48,79.43,92364.3,fecha_invalida
3537,,1978,76,2,4,1551.07,334.78,296390.34,fecha_invalida
3538,,1306,55,15,7,370.13,42.64,44603.27,fecha_invalida
3539,,215,13,4,4,384.01,47.27,60909.58,fecha_invalida
3540,2025-09-09,458,23,8,8,1017.79,74.35,,monto_invalido
3541,,572,51,6,11,1650.31,193.39,257212.92,fecha_invalida
3542,,720,73,4,1,,267.28,185099.86,"fecha_invalida,prima_invalida"
3545,2025-04-03,1067,65,14,5,1712.33,124.64,,monto_invalido
3546,,2004,70,4,2,661.59,,80418.47,"fecha_invalida,comision_invalida"
3547,,2365,16,15,4,,98.37,,"fecha_invalida,prima_invalida,monto_invalido"
3548,,3807,60,7,11,609.15,145.05,,"fecha_invalida,monto_invalido"
3550,,513,46,7,12,968.27,114.81,164845.3,fecha_invalida
3551,,993,36,12,6,704.12,,132431.29,"fecha_invalida,comision_invalida"
3552,,256,68,8,10,,320.25,166676.59,"fecha_invalida,prima_invalida"
3553,,2130,71,1,12,97.46,7.17,4405.74,fecha_invalida
3554,,2447,50,4,7,106.07,11.52,,"fecha_invalida,monto_invalido"
3555,,1126,41,3,9,1767.01,352.89,60140.18,fecha_invalida
3556,,514,24,8,11,679.78,71.5,82899.67,fecha_invalida
3557,,644,24,13,6,1425.69,135.3,205759.36,fecha_invalida
3558,,1953,11,2,5,202.47,,,"fecha_invalida,comision_invalida,monto_invalido"
3559,2026-02-06,1268,30,7,3,117.0,,20065.73,comision_invalida
3560,,1557,8,12,11,1725.83,335.13,158663.71,fecha_invalida
3561,,993,76,14,7,1613.75,221.25,200598.55,fecha_invalida
3562,,2929,68,4,3,345.79,23.71,36400.18,fecha_invalida
3563,,2845,74,1,2,,171.43,217848.55,"fecha_invalida,prima_invalida"
3564,,1171,54,11,10,903.21,215.53,75700.07,fecha_invalida
3565,,685,9,14,9,1383.22,,163829.79,"fecha_invalida,comision_invalida"
3566,,911,24,10,6,,113.92,277471.94,"fecha_invalida,prima_invalida"
3567,,2851,62,7,2,1228.32,,144261.39,"fecha_invalida,comision_invalida"
3568,2025-05-18,894,42,12,1,1596.39,,284746.75,comision_invalida
3569,,1498,76,3,5,1253.88,123.02,,"fecha_invalida,monto_invalido"
3570,,2608,49,2,11,1195.87,69.51,36205.37,fecha_invalida
3571,,1405,63,7,3,307.71,71.84,33833.76,fecha_invalida
3572,,1819,22,5,3,125.72,,6229.26,"fecha_invalida,comision_invalida"
3573,,1977,59,2,9,1071.28,126.56,82200.84,fecha_invalida
3574,2025-07-03,2419,12,7,6,,,256025.43,"prima_invalida,comision_invalida"
3575,,617,66,2,2,87.85,14.24,2264.44,fecha_invalida
3576,,2030,18,11,5,532.62,55.27,34904.97,fecha_invalida
3577,,1228,62,3,11,1489.79,116.19,,"fecha_invalida,monto_invalido"
3578,2025-12-24,3630,18,14,11,1609.14,,222228.27,comision_invalida
3579,,1953,20,15,7,254.76,56.04,24942.13,fecha_invalida
3581,,3525,1,3,12,1851.8,251.75,307219.75,fecha_invalida
3582,,1469,19,4,2,1198.6,108.1,166898.66,fecha_invalida
3584,,668,10,1,3,1361.08,,36406.81,"fecha_invalida,comision_invalida"
3585,,2140,42,9,3,626.79,85.35,51028.01,fecha_invalida
3586,,1039,52,3,12,,145.25,15891.24,"fecha_invalida,prima_invalida"
3587,,2379,64,13,8,,264.66,,"fecha_invalida,prima_invalida,monto_invalido"
3588,,2979,21,14,11,759.04,109.57,53672.13,fecha_invalida
3590,2026-02-11,1023,49,9,6,1117.07,,160063.75,comision_invalida
3591,,2809,97,13,11,1739.69,,199962.92,"fecha_invalida,comision_invalida"
3592,,374,33,6,12,,87.95,16014.99,"fecha_invalida,prima_invalida"
3593,,3780,8,8,7,840.56,84.0,155621.16,fecha_invalida
3594,,8,55,14,12,,114.98,350701.43,"fecha_invalida,prima_invalida"
3595,,860,67,11,4,1663.45,324.75,,"fecha_invalida,monto_invalido"
3598,,2920,31,6,1,1914.13,,302907.48,"fecha_invalida,comision_invalida"
3599,2025-08-01,2446,50,13,8,,51.85,96011.41,prima_invalida
3600,,265,20,10,5,782.39,194.25,,"fecha_invalida,monto_invalido"
3601,,1502,77,11,7,1546.01,104.33,149376.91,fecha_invalida
3602,,2797,24,15,9,994.14,224.88,180963.18,fecha_invalida
3603,,2827,62,11,1,1924.31,390.34,84484.68,fecha_invalida
3604,,744,66,5,4,1446.73,195.88,249026.48,fecha_invalida
3605,2025-08-15,1366,59,12,9,65.35,,7939.97,comision_invalida
3606,,967,19,7,9,1553.19,197.19,160951.91,fecha_invalida
3607,,555,22,2,5,1539.43,355.05,217302.44,fecha_invalida
3608,,1854,29,10,12,679.76,72.65,71840.27,fecha_invalida
3610,,1794,55,2,2,,77.43,,"fecha_invalida,prima_invalida,monto_invalido"
3612,,2556,59,13,2,1355.65,274.72,79524.62,fecha_invalida
3613,,1053,1,15,6,,24.94,14960.28,"fecha_invalida,prima_invalida"
3614,,1912,20,5,11,,102.11,161442.62,"fecha_invalida,prima_invalida"
3615,,438,1,15,3,173.61,31.27,7029.1,fecha_invalida
3616,,2013,41,10,4,,,188094.81,"fecha_invalida,prima_invalida,comision_invalida"
3617,,652,31,9,7,881.87,97.13,108294.62,fecha_invalida
3618,,3748,55,14,8,959.67,90.12,,"fecha_invalida,monto_invalido"
3619,,1202,63,14,6,-847.59,185.76,112667.74,fecha_invalida
3620,2026-01-22,1478,41,14,1,1816.2,326.69,,monto_invalido
3621,,2728,57,6,5,417.18,58.25,,"fecha_invalida,monto_invalido"
3622,,1865,74,10,12,1514.26,,171133.63,"fecha_invalida,comision_invalida"
3623,,1089,29,2,7,-1648.51,296.86,238038.36,fecha_invalida
3625,,426,25,14,8,766.11,143.82,84852.22,fecha_invalida
3626,,2003,66,6,6,347.08,47.04,23474.2,fecha_invalida
3627,,1465,42,5,4,609.03,,,"fecha_invalida,comision_invalida,monto_invalido"
3628,,2030,65,7,10,996.55,230.9,46703.05,fecha_invalida
3629,,868,46,9,4,1894.89,327.31,,"fecha_invalida,monto_invalido"
3630,,130,74,9,12,1288.1,127.05,194808.34,fecha_invalida
3631,,134,27,9,1,71.78,4.96,,"fecha_invalida,monto_invalido"
3632,,978,36,9,3,,86.57,,"fecha_invalida,prima_invalida,monto_invalido"
3633,,2528,67,8,12,,,44295.26,"fecha_invalida,prima_invalida,comision_invalida"
3634,,2645,14,15,12,1900.0,301.39,,"fecha_invalida,monto_invalido"
3635,,1150,21,5,1,1069.31,90.9,,"fecha_invalida,monto_invalido"
3636,,2420,5,7,3,1256.66,302.25,206102.96,fecha_invalida
3637,,464,36,8,7,1019.05,,152603.19,"fecha_invalida,comision_invalida"
3638,,160,67,10,7,1751.43,372.98,114154.81,fecha_invalida
3639,,37,25,7,2,1447.31,342.69,98940.48,fecha_invalida
3640,,1708,27,5,6,1945.43,248.87,96122.38,fecha_invalida
3642,,2908,74,3,11,,200.25,125346.27,"fecha_invalida,prima_invalida"
3643,,2266,33,9,9,1621.18,216.98,,"fecha_invalida,monto_invalido"
3644,,1880,15,4,2,1497.63,213.11,274498.46,fecha_invalida
3645,,95,17,9,9,1376.76,122.88,,"fecha_invalida,monto_invalido"
3646,,2499,69,15,9,1376.18,91.75,269840.67,fecha_invalida
3647,2025-09-10,2037,24,1,8,,,,"prima_invalida,comision_invalida,monto_invalido"
3648,,1964,59,5,8,,184.33,82484.35,"fecha_invalida,prima_invalida"
3650,,2014,61,9,9,561.63,,111454.32,"fecha_invalida,comision_invalida"
3651,,2997,68,15,11,467.43,,79925.93,"fecha_invalida,comision_invalida"
3652,,2741,58,12,8,1001.0,162.07,28725.25,fecha_invalida
3653,,826,13,7,10,1230.92,157.53,59223.82,fecha_invalida
3654,,542,33,4,3,1230.1,297.76,233203.18,fecha_invalida
3655,,1253,47,3,5,926.04,,145432.1,"fecha_invalida,comision_invalida"
3656,2025-09-23,1520,27,4,3,444.12,,,"comision_invalida,monto_invalido"
3657,,2149,57,5,7,-1001.57,102.82,172289.17,fecha_invalida
3659,,322,53,4,6,703.34,150.87,111534.78,fecha_invalida
3660,,1409,45,9,8,1081.34,192.83,,"fecha_invalida,monto_invalido"
3661,,963,26,2,2,1169.33,264.87,227449.03,fecha_invalida
3662,,1109,64,14,2,,46.77,,"fecha_invalida,prima_invalida,monto_invalido"
3663,,155,57,11,6,138.22,19.11,14366.26,fecha_invalida
3664,,127,13,11,11,1337.88,250.02,,"fecha_invalida,monto_invalido"
3665,,1310,12,7,5,542.01,120.64,62684.5,fecha_invalida
3666,,2936,3,9,10,1694.92,351.54,257952.22,fecha_invalida
3668,,504,66,7,12,975.91,49.65,82515.49,fecha_invalida
3669,,1161,6,2,8,584.56,107.16,,"fecha_invalida,monto_invalido"
3670,,75,67,15,2,1375.19,178.42,164276.25,fecha_invalida
3671,,853,72,11,6,1859.4,381.35,371147.49,fecha_invalida
3672,,2608,59,4,11,910.19,128.84,168395.41,fecha_invalida
3673,,2208,74,12,9,1571.58,271.5,,"fecha_invalida,monto_invalido"
3674,,2140,64,1,12,318.25,20.17,57310.63,fecha_invalida
3675,,1558,49,10,11,1341.06,157.7,102141.68,fecha_invalida
3676,,531,19,9,10,969.55,89.36,,"fecha_invalida,monto_invalido"
3677,,2269,25,14,9,1202.73,76.59,116720.84,fecha_invalida
3678,,1945,26,9,11,1382.69,,30630.31,"fecha_invalida,comision_invalida"
3679,,2289,29,12,4,,,16929.08,"fecha_invalida,prima_invalida,comision_invalida"
3680,,11,65,5,12,1308.98,199.82,91759.78,fecha_invalida
3681,,264,22,5,10,754.3,,106390.2,"fecha_invalida,comision_invalida"
3682,,291,42,9,10,694.46,127.57,36606.26,fecha_invalida
3683,,1173,56,14,11,1488.25,355.16,167488.32,fecha_invalida
3684,,650,63,2,8,911.78,128.4,,"fecha_invalida,monto_invalido"
3685,,1568,79,8,9,1184.42,248.83,,"fecha_invalida,monto_invalido"
3686,,1667,16,11,7,1308.58,,121745.24,"fecha_invalida,comision_invalida"
3687,,1842,14,8,11,823.87,130.81,147838.51,fecha_invalida
3688,,1145,61,14,2,1848.55,193.76,74946.96,fecha_invalida
3689,,944,47,13,8,1930.3,313.03,371963.61,fecha_invalida
3690,,2286,1,5,7,1668.18,189.93,301559.03,fecha_invalida
3691,,1472,59,1,10,1261.2,,214765.94,"fecha_invalida,comision_invalida"
3692,,2153,4,5,12,136.5,7.17,10843.21,fecha_invalida
3693,,355,64,14,11,,235.75,87070.29,"fecha_invalida,prima_invalida"
3694,,843,53,12,5,441.49,,79944.8,"fecha_invalida,comision_invalida"
3695,,2836,17,8,12,,266.58,91645.48,"fecha_invalida,prima_invalida"
3696,,604,6,9,7,,,39005.54,"fecha_invalida,prima_invalida,comision_invalida"
3697,,1416,58,15,9,823.45,51.55,,"fecha_invalida,monto_invalido"
3698,,513,71,7,9,1356.53,2229.18,254879.69,fecha_invalida
3699,2025-02-01,1776,15,15,9,781.2,98.19,,monto_invalido
3700,2025-06-01,266,3,9,12,1119.28,268.84,,monto_invalido
3701,,813,73,12,5,634.82,139.63,73282.39,fecha_invalida
3702,2025-11-12,2903,68,14,6,937.13,184.07,,monto_invalido
3703,,539,76,9,3,695.68,,132689.85,"fecha_invalida,comision_invalida"
3704,,1128,10,14,1,1679.67,100.69,74112.38,fecha_invalida
3705,,891,63,14,1,1900.85,,333332.42,"fecha_invalida,comision_invalida"
3706,2025-03-20,2212,38,5,6,,38.08,42449.91,prima_invalida
3708,,2404,65,10,4,391.31,22.85,50060.75,fecha_invalida
3709,,1667,34,4,8,1726.36,242.74,298606.51,fecha_invalida
3710,,1955,18,14,7,310.99,,,"fecha_invalida,comision_invalida,monto_invalido"
3711,,1600,77,11,4,1695.87,196.73,177331.21,fecha_invalida
3712,,167,30,10,12,,261.3,191249.18,"fecha_invalida,prima_invalida"
3713,,1068,39,10,8,991.9,148.21,,"fecha_invalida,monto_invalido"
3715,,2998,32,2,11,1788.84,,130547.6,"fecha_invalida,comision_invalida"
3716,,2735,25,9,11,1308.93,152.72,69947.23,fecha_invalida
3717,,1161,37,1,2,259.02,52.38,14224.76,fecha_invalida
3718,,2273,67,14,8,1139.3,124.67,176049.55,fecha_invalida
3719,,1360,24,10,9,782.47,,62642.79,"fecha_invalida,comision_invalida"
3720,,2032,47,11,6,1539.41,192.41,186802.44,fecha_invalida
3721,,429,24,2,4,1155.14,255.21,47434.62,fecha_invalida
3722,,389,43,5,5,301.68,47.14,39031.64,fecha_invalida
3723,,2627,63,11,9,,105.57,266521.03,"fecha_invalida,prima_invalida"
3724,2025-03-18,895,7,5,6,,335.67,54229.89,prima_invalida
3725,2026-02-14,369,22,5,10,1886.96,,220754.06,comision_invalida
3726,2025-03-16,1755,79,5,2,1766.4,,63517.15,comision_invalida
3727,,411,64,2,9,1951.97,,58617.7,"fecha_invalida,comision_invalida"
3728,,595,67,11,8,,,,"fecha_invalida,prima_invalida,comision_invalida,monto_invalido"
3729,,2884,30,3,1,1416.31,79.17,147830.41,fecha_invalida
3730,,660,66,14,9,,,,"fecha_invalida,prima_invalida,comision_invalida,monto_invalido"
3731,,402,15,9,7,,14.28,2111.08,"fecha_invalida,prima_invalida"
3732,,1342,44,6,4,,223.2,37860.75,"fecha_invalida,prima_invalida"
3733,,2523,63,13,3,1004.77,,,"fecha_invalida,comision_invalida,monto_invalido"
3734,,1117,52,11,12,874.1,160.46,,"fecha_invalida,monto_invalido"
3735,2025-10-11,2519,15,8,7,466.03,,22139.11,comision_invalida
3736,2025-07-26,1106,43,10,10,,60.64,102631.51,prima_invalida
3737,,463,76,7,12,88.38,14.48,,"fecha_invalida,monto_invalido"
3738,,427,20,3,6,,39.82,,"fecha_invalida,prima_invalida,monto_invalido"
3739,,250,33,2,12,1545.27,375.56,,"fecha_invalida,monto_invalido"
3740,,132,38,1,12,,,100715.18,"fecha_invalida,prima_invalida,comision_invalida"
3741,,828,69,9,6,834.63,155.42,155795.48,fecha_invalida
3742,,2484,44,9,1,73.49,13.11,4812.74,fecha_invalida
3743,2025-11-30,475,11,7,11,432.5,,24338.75,comision_invalida
3744,,1978,64,8,12,149.72,32.02,,"fecha_invalida,monto_invalido"
3745,,2509,38,12,6,1220.1,,165271.12,"fecha_invalida,comision_invalida"
3746,,1196,44,10,3,,17.52,,"fecha_invalida,prima_invalida,monto_invalido"
3747,,2263,60,11,4,,123.38,,"fecha_invalida,prima_invalida,monto_invalido"
3748,,725,72,6,8,1935.81,172.26,71917.96,fecha_invalida
3749,,2003,101,12,4,1824.99,302.07,228382.28,fecha_invalida
3750,,2326,74,10,9,-1828.67,,295659.69,"fecha_invalida,comision_invalida"
3751,,470,14,12,12,1892.69,375.58,358358.86,fecha_invalida
3753,,989,45,2,9,1966.93,275.51,,"fecha_invalida,monto_invalido"
3754,,890,42,15,6,1848.67,,,"fecha_invalida,comision_invalida,monto_invalido"
3755,,2462,57,15,1,646.59,55.46,17580.94,fecha_invalida
3756,,125,19,5,11,,432.54,,"fecha_invalida,prima_invalida,monto_invalido"
3758,,2602,14,9,5,,3349.34,263977.11,"fecha_invalida,prima_invalida"
3759,,1468,19,15,2,599.07,76.88,99917.69,fecha_invalida
3760,,2822,5,1,8,303.76,,,"fecha_invalida,comision_invalida,monto_invalido"
3762,,1191,17,12,2,801.51,,41031.35,"fecha_invalida,comision_invalida"
3763,,114,49,2,11,938.8,147.66,121799.37,fecha_invalida
3764,,1600,66,8,4,1957.64,193.75,249389.08,fecha_invalida
3765,2025-10-11,1956,37,3,3,,202.57,242485.87,prima_invalida
3766,,1250,72,9,1,,96.65,,"fecha_invalida,prima_invalida,monto_invalido"
3767,,1300,4,11,10,,,,"fecha_invalida,prima_invalida,comision_invalida,monto_invalido"
3769,,1401,12,9,7,711.64,168.94,28300.68,fecha_invalida
3770,,753,46,9,10,,,129569.94,"fecha_invalida,prima_invalida,comision_invalida"
3771,,1855,32,10,8,1799.99,435.07,104207.76,fecha_invalida
3772,,1835,14,2,1,1913.04,221.05,279289.59,fecha_invalida
3773,,1840,20,12,12,67.7,3.93,10163.05,fecha_invalida
3774,,261,18,12,5,,13.65,21568.55,"fecha_invalida,prima_invalida"
3775,,1484,24,4,4,731.55,154.04,,"fecha_invalida,monto_invalido"
3776,,2615,39,5,4,1361.78,,165124.92,"fecha_invalida,comision_invalida"
3777,,2114,45,15,2,,44.69,33993.65,"fecha_invalida,prima_invalida"
3778,,302,10,4,6,1398.06,312.54,,"fecha_invalida,monto_invalido"
3779,,2738,79,10,9,1523.24,,,"fecha_invalida,comision_invalida,monto_invalido"
3780,,2957,6,9,3,,34.01,8066.85,"fecha_invalida,prima_invalida"
3781,,997,36,8,11,1293.19,,64812.3,"fecha_invalida,comision_invalida"
3782,,211,20,3,3,928.82,96.99,44344.04,fecha_invalida
3783,,107,11,12,11,,109.04,,"fecha_invalida,prima_invalida,monto_invalido"
3784,,1172,56,3,3,,84.96,55528.59,"fecha_invalida,prima_invalida"
3785,2025-09-03,979,71,4,4,,164.31,187645.55,prima_invalida
3786,,561,40,11,5,69.08,,,"fecha_invalida,comision_invalida,monto_invalido"
3787,2025-10-04,1973,64,9,2,,147.51,140513.8,prima_invalida
3788,,2640,51,15,11,970.99,237.43,172705.92,fecha_invalida
3789,,2281,23,11,12,1255.74,278.88,69953.12,fecha_invalida
3791,2025-10-17,421,77,8,7,-1745.57,224.52,,monto_invalido
3792,,2826,76,5,9,,278.17,135865.3,"fecha_invalida,prima_invalida"
3793,,2298,32,13,12,87.91,18.31,9726.57,fecha_invalida
3794,,2956,46,11,7,1379.46,186.95,,"fecha_invalida,monto_invalido"
3795,,567,21,9,2,,44.87,,"fecha_invalida,prima_invalida,monto_invalido"
3796,,290,77,8,7,,211.2,146313.11,"fecha_invalida,prima_invalida"
3797,,2748,3,12,3,,218.91,136406.44,"fecha_invalida,prima_invalida"
3798,,618,56,4,10,1586.02,158.05,,"fecha_invalida,monto_invalido"
3799,,223,14,13,11,260.5,,49904.66,"fecha_invalida,comision_invalida"
3800,,1623,60,6,3,,,48058.63,"fecha_invalida,prima_invalida,comision_invalida"
3801,2025-05-05,560,23,13,9,974.08,,45893.81,comision_invalida
3802,,1341,5,5,5,,,115626.27,"fecha_invalida,prima_invalida,comision_invalida"
3803,2025-05-24,397,41,8,5,1894.88,,128220.88,comision_invalida
3804,,210,62,4,12,1690.38,365.7,,"fecha_invalida,monto_invalido"
3805,,2322,77,1,11,,29.45,16949.89,"fecha_invalida,prima_invalida"
3806,,311,49,7,6,160.1,36.9,31360.65,fecha_invalida
3807,,1669,20,4,1,407.71,43.3,79786.97,fecha_invalida
3808,,2023,19,15,12,1709.75,207.67,,"fecha_invalida,monto_invalido"
3809,,452,13,8,10,796.89,162.56,,"fecha_invalida,monto_invalido"
3811,,1209,52,4,6,1094.65,82.72,176500.7,fecha_invalida
3812,,1439,63,8,12,,480.75,201223.9,"fecha_invalida,prima_invalida"
3813,2025-03-04,614,66,14,9,,141.98,74045.16,prima_invalida
3814,,2401,62,1,8,1969.65,,315354.2,"fecha_invalida,comision_invalida"
3815,,1835,72,4,12,1051.83,140.55,160507.97,fecha_invalida
3816,,1409,19,3,9,1156.65,274.27,212115.69,fecha_invalida
3817,2025-06-23,1631,76,9,3,,,182140.04,"prima_invalida,comision_invalida"
3819,,521,71,10,10,684.01,,,"fecha_invalida,comision_invalida,monto_invalido"
3820,,2712,12,2,12,1102.45,,128078.08,"fecha_invalida,comision_invalida"
3822,,976,71,2,1,1552.57,218.13,,"fecha_invalida,monto_invalido"
3823,,2735,19,10,12,1614.18,,120481.82,"fecha_invalida,comision_invalida"
3824,,2042,50,4,9,809.67,142.44,90630.92,fecha_invalida
3825,,2025,65,1,6,656.07,90.8,124228.49,fecha_invalida
3826,,335,43,9,9,964.68,64.29,74918.57,fecha_invalida
3829,,2410,6,9,3,,,,"fecha_invalida,prima_invalida,comision_invalida,monto_invalido"
3830,,3508,74,14,12,,,262813.54,"fecha_invalida,prima_invalida,comision_invalida"
3831,,36,58,5,12,578.64,,81124.32,"fecha_invalida,comision_invalida"
3832,,3643,47,1,6,,163.19,,"fecha_invalida,prima_invalida,monto_invalido"
3833,,2888,44,3,11,,282.39,84043.99,"fecha_invalida,prima_invalida"
3834,,2610,77,10,2,415.93,96.22,44139.05,fecha_invalida
3835,,3813,67,9,12,,392.66,146914.28,"fecha_invalida,prima_invalida"
3836,,3522,22,5,10,353.03,43.9,,"fecha_invalida,monto_invalido"
3837,,1675,38,5,11,-316.8,30.71,47439.11,fecha_invalida
3839,,1613,79,1,10,,48.68,39329.45,"fecha_invalida,prima_invalida"
3840,,250,16,11,11,461.08,,69037.57,"fecha_invalida,comision_invalida"
3841,,2713,18,4,2,876.9,,70626.64,"fecha_invalida,comision_invalida"
3842,,1979,13,12,5,1757.85,234.84,,"fecha_invalida,monto_invalido"
3843,,952,2,15,4,,107.32,51211.7,"fecha_invalida,prima_invalida"
3844,,2927,50,5,4,1628.47,371.2,247409.11,fecha_invalida
3845,,2352,43,2,6,518.64,56.76,14271.66,fecha_invalida
3846,,1511,35,12,4,,20.28,39215.58,"fecha_invalida,prima_invalida"
3847,,1467,17,3,1,657.18,,96879.33,"fecha_invalida,comision_invalida"
3848,,804,40,12,6,,,53509.78,"fecha_invalida,prima_invalida,comision_invalida"
3849,,2965,12,10,10,293.39,40.62,18907.52,fecha_invalida
3850,2025-06-13,1842,37,5,2,,201.07,218747.19,prima_invalida
3852,,2115,78,11,2,1503.1,145.69,197578.33,fecha_invalida
3853,,818,68,13,9,,,92699.44,"fecha_invalida,prima_invalida,comision_invalida"
3854,,2400,53,15,3,386.12,26.65,16742.62,fecha_invalida
3856,,2891,46,7,2,291.59,,,"fecha_invalida,comision_invalida,monto_invalido"
3857,,1491,61,8,9,1222.0,179.29,,"fecha_invalida,monto_invalido"
3858,,2987,14,1,1,1613.82,212.94,42521.77,fecha_invalida
3860,,907,10,1,2,204.14,11.47,5964.62,fecha_invalida
3861,,1342,48,6,2,1179.84,,70783.97,"fecha_invalida,comision_invalida"
3863,,2582,27,6,2,391.89,23.26,68478.11,fecha_invalida
3864,,2967,48,12,9,1535.67,196.13,164172.42,fecha_invalida
3865,,1789,14,11,9,,57.85,60849.3,"fecha_invalida,prima_invalida"
3866,2025-02-04,916,22,2,5,1380.36,,146267.82,comision_invalida
3867,2026-01-11,2244,34,8,7,1740.63,87.84,,monto_invalido
3868,,1750,23,15,11,1014.65,202.7,122931.14,fecha_invalida
3869,,294,57,6,8,1961.65,,94458.72,"fecha_invalida,comision_invalida"
3870,,1166,1,4,7,400.59,70.29,36120.56,fecha_invalida
3871,,2885,43,13,3,1706.18,102.74,75027.94,fecha_invalida
3872,,404,56,1,2,1436.49,,267076.48,"fecha_invalida,comision_invalida"
3873,,2911,57,12,6,1410.35,,170770.62,"fecha_invalida,comision_invalida"
