id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
4985,2025-01-05,171,61,13,11,969.12,230.61,146688.9
4991,2025-10-14,2134,18,12,5,1298.41,232.35,127581.38
4992,2025-04-27,1444,60,3,3,679.74,142.51,125220.2
5012,2025-10-23,19,10,1,12,1581.68,263.6,271920.81
5025,2026-01-11,2070,28,5,5,165.34,38.47,9304.92
5036,2025-05-25,822,51,14,6,1873.32,273.59,75187.56
5041,2025-03-23,397,66,10,5,1795.95,125.14,219413.86
5043,2025-08-25,952,20,13,6,189.61,21.64,13520.98
5048,2025-10-30,324,53,11,7,1336.24,293.25,39889.27
5050,2025-08-22,431,66,2,11,79.91,9.97,10916.37
5051,2025-06-29,2639,48,6,7,933.35,172.37,28994.07
5060,2025-04-22,1041,46,3,5,1680.9,177.18,174329.98
5137,2025-09-03,1651,23,6,7,1436.77,127.3,29498.77
5141,2025-12-10,1294,72,11,10,1569.44,368.37,207627.95
5155,2025-07-23,2865,62,4,1,1293.97,108.71,79187.21
5170,2026-02-15,1423,61,6,10,1560.12,259.99,230446.95
5172,2025-05-15,1564,46,10,5,172.62,11.29,19124.62
5190,2025-01-14,1501,36,6,7,1116.22,91.47,180936.75
5191,2025-09-20,2777,65,3,10,994.76,91.38,34551.8
5193,2025-03-29,1152,47,1,12,1381.0,280.18,206998.77
5211,2025-12-08,124,70,5,5,614.34,34.66,34193.83
5214,2025-04-28,1992,35,1,5,115.13,15.01,15728.26
5228,2025-08-07,358,50,12,10,1989.54,290.48,74887.67
5242,2025-09-28,290,47,7,5,511.28,86.21,25730.85
5255,2025-07-09,2244,6,11,9,162.15,18.89,22699.79
5262,2025-06-16,2732,26,3,12,324.79,41.26,45291.07
5265,2026-02-03,2250,37,14,8,1845.28,281.01,139855.03
5287,2025-01-12,377,74,11,10,882.7,121.67,65495.31
5314,2025-06-26,2450,49,11,3,706.82,90.61,52421.46
5315,2025-09-05,1530,27,10,4,1166.11,61.67,26176.26
5316,2025-03-20,1142,56,5,8,0.0,73.2,188719.2
5320,2026-02-10,2524,34,8,9,682.96,111.73,27654.16
5324,2025-09-15,917,6,4,8,708.57,116.02,54270.67
5328,2025-10-21,1361,80,7,7,1375.51,284.33,83623.39
5335,2026-01-20,1637,7,13,5,1496.07,267.18,133549.76
5338,2025-05-22,2651,79,8,8,819.83,123.01,34516.38
5340,2025-08-14,2780,14,7,1,1166.18,228.29,176765.63
5351,2025-04-22,726,24,14,10,1546.93,115.46,269453.1
5367,2025-07-03,965,80,8,12,868.0,94.76,39320.47
5385,2025-11-13,984,4,12,1,770.86,149.97,143093.1
5413,2025-04-25,1567,26,12,8,1182.07,1402.98,223811.31
5425,2025-07-19,2714,61,3,3,617.85,154.34,108003.39
5427,2025-06-22,2608,64,8,7,1223.23,151.95,233552.98
5428,2025-06-05,217,15,11,3,493.72,62.59,43678.77
5436,2025-06-11,910,66,12,12,378.88,81.61,67722.39
5448,2026-02-19,1035,4,11,9,1628.22,366.92,58727.83
5450,2025-10-04,712,37,9,8,925.03,105.73,175356.21
5472,2025-09-20,897,1,3,12,1319.77,67.86,133147.28
5473,2025-05-07,2918,26,9,8,580.73,99.66,76888.38
5475,2025-12-25,2668,58,3,9,712.96,127.9,141188.82
5480,2025-07-19,2082,29,13,4,88.29,16.13,11173.06
5489,2025-09-20,1979,36,14,8,418.64,89.66,28205.23
5491,2025-09-02,2198,8,1,2,476.67,72.74,40550.98
5499,2026-02-15,255,32,7,7,1103.27,251.32,58725.82
5502,2025-04-05,1176,17,7,5,1448.14,153.34,164660.51
5514,2025-01-22,1867,29,14,2,769.79,174.51,126750.85
5528,2025-01-20,2908,40,15,7,953.27,170.41,76696.88
5541,2025-03-30,2569,76,12,9,94.35,17.65,16552.28
5551,2025-04-28,2316,21,11,6,485.61,65.91,66239.06
5566,2025-03-17,2485,48,13,10,1336.81,107.68,146670.38
5579,2025-10-16,208,70,11,10,1391.76,334.79,257068.0
5604,2025-05-07,648,42,6,1,1324.1,275.52,107396.46
5624,2025-08-30,89,62,14,7,1404.51,268.14,226212.45
5644,2026-01-31,988,41,6,10,1252.74,302.5,25250.04
5665,2025-05-28,2369,2,10,12,1526.28,91.35,35685.26
5667,2025-11-18,1260,25,7,12,932.32,224.98,59819.27
5670,2026-01-15,3603,41,6,2,1911.81,387.13,163649.66
5677,2025-06-15,778,69,8,8,380.42,42.7,74677.15
5683,2026-01-19,2121,36,15,11,1765.6,137.86,80379.65
5692,2025-07-18,950,68,15,9,1062.1,120.88,60247.37
5709,2025-04-08,3695,36,8,5,-1202.25,99.84,237348.17
5720,2025-11-14,2975,16,9,6,962.71,101.95,72339.31
5723,2025-08-24,1214,66,2,1,594.41,55.79,90855.01
5726,2025-02-10,2267,63,14,11,-519.05,70.03,97334.6
5736,2025-06-17,825,28,12,3,225.54,39.06,9204.72
5745,2025-04-30,2785,13,14,4,970.7,214.37,60759.0
5746,2025-10-31,682,75,2,11,1851.64,379.75,355868.76
5792,2025-07-27,1492,65,13,3,0.0,110.03,257939.36
5800,2025-07-06,573,53,6,3,738.18,84.74,83686.1
5810,2025-11-19,719,23,8,12,1993.65,126.87,318555.97
5826,2025-07-07,2883,59,6,3,273.68,47.17,50249.82
5839,2025-07-24,1598,14,6,5,131.24,19.41,22698.88
5849,2025-05-23,2449,59,12,8,1152.8,122.65,160433.13
5859,2025-12-07,287,57,8,1,988.71,190.51,113470.78
5875,2025-11-09,427,2,5,2,50.16,3.99,8490.62
5879,2025-09-07,1577,69,7,3,1491.74,299.97,112183.64
5896,2025-09-16,428,97,14,1,1579.96,285.72,273136.69
5911,2025-09-24,1754,17,12,4,630.58,128.2,53811.92
5941,2025-03-01,1834,76,7,1,944.01,111.81,152164.62
5962,2025-09-03,626,77,4,10,786.79,144.97,91337.03
5966,2025-05-07,2627,29,5,4,260.36,24.3,47911.66
5978,2025-03-07,1232,20,13,8,79.25,5.32,8199.2
5989,2026-02-17,3705,1,4,7,635.39,138.22,112917.47
6013,2025-09-13,2273,18,1,3,1008.5,199.05,133709.61
6017,2026-02-02,2714,39,14,11,661.65,157.47,52310.76
6021,2025-11-29,2662,37,7,12,-1712.15,250.29,53238.37
6028,2025-02-27,429,34,13,9,1114.6,230.24,74385.48
6033,2025-10-05,2228,40,6,2,750.59,69.76,143256.64
6073,2025-08-11,161,36,6,1,1250.35,167.11,85339.9
6085,2025-06-23,1652,49,2,12,600.06,124.74,94613.02
6092,2025-04-20,65,62,4,6,305.61,49.17,9702.07
6094,2025-06-04,2635,16,14,4,94.22,20.64,7766.01
6100,2026-02-18,671,73,6,9,1651.66,294.82,37929.28
6103,2025-07-18,2730,55,8,10,1614.45,119.16,90901.76
6108,2025-10-08,2253,14,3,6,1302.9,82.48,96874.68
6109,2025-03-04,131,27,14,1,116.97,25.33,3543.84
6117,2025-09-14,126,35,3,10,1441.28,159.11,126549.14
6124,2025-08-05,736,17,1,5,721.67,72.51,40851.34
6131,2025-12-27,881,32,6,2,1758.5,263.9,191371.76
6148,2025-11-18,1259,52,12,11,1595.3,235.07,115436.27
6155,2025-01-21,2085,21,8,6,1433.32,341.34,212534.04
6186,2025-07-18,1497,36,12,12,1450.14,132.94,227746.09
6192,2025-10-14,763,17,11,8,793.41,93.4,115835.22
6203,2025-01-21,387,31,12,11,1083.95,192.8,50879.03
6213,2026-02-20,2846,4,6,11,1993.04,105.41,290532.04
6215,2025-04-09,599,43,13,11,772.05,97.39,111191.5
6225,2025-02-07,671,72,12,11,1316.06,319.86,216199.74
6228,2025-03-08,985,27,15,7,1437.59,207.03,224293.55
6263,2025-12-11,1588,78,11,8,1565.79,217.66,175686.94
6271,2025-07-01,2218,70,7,9,478.1,45.28,70451.23
6272,2025-10-19,738,34,12,5,561.86,83.98,68908.61
6289,2025-02-14,301,20,11,10,981.6,201.1,56218.47
6290,2026-01-15,2953,28,5,5,1056.23,160.02,172985.12
6301,2025-07-09,1360,67,6,9,382.94,46.19,49569.52
6310,2025-02-04,208,76,7,6,1813.03,343.02,78688.51
6314,2025-04-27,1139,62,3,1,1742.95,87.77,247803.36
6333,2025-07-04,1337,52,6,9,0.0,159.81,183123.37
6356,2025-03-06,1690,27,10,8,76.34,7.8,14590.72
6358,2025-09-04,392,63,4,9,750.23,130.14,146561.43
6361,2026-01-31,2354,40,12,6,99.98,18.67,13015.25
6373,2026-01-26,249,61,14,4,1040.38,81.61,79524.66
6376,2025-11-12,1035,8,2,9,558.89,86.58,87920.82
6393,2025-07-07,845,19,15,5,1853.16,434.62,365874.53
6397,2025-04-27,1634,47,13,1,462.04,60.78,17647.16
6400,2025-12-20,1923,58,8,3,288.93,517.19,46838.9
6406,2025-01-12,1494,77,8,8,1176.58,64.03,220725.36
6411,2025-09-09,1702,34,7,9,769.37,141.61,32368.33
6422,2026-02-03,2565,20,2,6,500.96,116.52,32220.91
6425,2026-01-17,2431,29,10,6,1473.13,197.75,194307.99
6426,2026-01-31,2896,23,12,6,904.15,74.22,65690.98
6444,2025-01-09,1003,9,12,8,707.84,158.04,99642.19
6445,2026-02-15,515,42,2,3,1089.84,269.12,71753.34
6449,2025-09-01,131,71,15,2,1659.89,333.79,79869.72
6451,2025-08-22,1759,74,7,12,477.9,42.58,84668.61
6458,2025-01-30,1179,5,11,1,572.07,57.54,83301.8
6462,2025-11-24,2855,32,6,10,182.08,207.72,24957.63
6472,2025-09-02,2948,33,6,9,1650.19,370.06,169665.2
6486,2025-10-03,1870,28,8,3,154.19,35.78,23535.28
6518,2025-03-20,1346,35,5,4,166.31,14.28,16394.18
6527,2025-03-26,2872,26,6,10,1329.44,266.99,114547.33
6543,2025-02-12,1978,52,2,7,736.57,116.09,94637.23
6553,2025-11-27,1269,23,7,7,956.39,61.44,186531.58
6566,2025-01-28,2010,64,2,9,1994.4,462.19,391198.8
6577,2025-07-20,1845,45,1,4,1306.27,122.84,192931.02
6601,2025-09-14,2444,1,12,12,1420.37,188.55,190244.79
6613,2025-10-03,2089,12,10,11,1587.9,146.38,264943.57
6616,2025-05-05,397,52,6,1,897.12,83.89,75687.09
6625,2025-11-21,498,46,15,5,773.37,117.22,26638.57
6631,2026-02-07,1543,37,9,11,1236.6,251.15,98830.18
6644,2025-03-12,1256,76,9,6,54.93,5.45,5742.84
6651,2025-06-21,2965,5,5,12,1695.98,316.26,247829.98
6660,2025-05-06,2312,51,9,9,586.71,126.15,75805.98
6662,2025-11-08,572,33,5,12,415.9,32.69,60287.5
6664,2025-08-07,1025,66,4,11,101.52,23.08,2448.35
6681,2025-01-31,80,18,6,3,1567.0,353.92,153435.05
6688,2025-12-28,817,62,11,10,1372.71,206.56,180607.22
6702,2025-11-27,2292,51,13,1,518.49,33.69,48343.22
6704,2025-10-02,490,42,10,10,658.13,69.61,53122.73
6705,2025-05-22,309,26,5,1,162.27,28.85,6557.9
6709,2025-11-29,68,20,6,2,1342.53,67.21,118176.88
6722,2025-11-26,2271,51,13,2,1580.27,292.22,234715.21
6726,2025-04-23,1360,74,7,2,1869.51,119.87,156539.12
6729,2026-01-05,1833,73,13,12,1034.11,178.99,118541.57
6735,2025-02-15,1640,53,11,8,535.77,97.35,23073.27
6758,2025-05-25,1836,73,10,8,412.62,72.33,22306.08
6777,2025-08-15,2998,65,13,5,1058.56,221.66,95166.92
6780,2025-08-21,1823,59,9,4,0.0,137.14,123543.56
6786,2025-03-09,2134,60,8,9,0.0,157.0,260464.65
6787,2025-01-01,1611,63,15,8,266.17,20.15,7982.96
6810,2025-12-27,892,12,9,2,993.38,140.3,81081.9
6815,2025-06-29,1382,54,11,1,1631.08,332.86,265517.59
6825,2026-01-19,3000,1,8,2,1050.52,175.36,116896.66
6828,2026-01-31,219,53,13,4,1849.16,360.09,363037.58
6840,2025-09-05,842,54,12,11,914.44,76.55,169673.07
6862,2026-01-18,1718,9,1,10,90.99,15.82,13628.13
6868,2025-04-15,1273,12,8,7,1401.12,214.77,257281.25
6881,2025-04-07,720,51,2,9,1492.66,314.92,43749.56
6882,2025-04-05,1684,14,6,11,829.34,130.94,134007.26
6894,2025-07-30,2273,64,11,4,563.23,118.55,69221.02
6896,2026-01-23,2549,53,3,10,776.66,160.33,71858.98
6901,2025-04-22,1520,48,15,4,384.74,24.0,45818.6
6911,2025-02-21,3568,19,5,4,907.15,122.71,160939.06
6915,2025-07-15,6,54,10,3,320.2,64.03,33943.12
6923,2026-02-05,2615,73,14,1,1257.29,255.98,118398.26
6947,2025-05-14,1618,10,5,5,1034.37,183.44,101957.05
6948,2025-05-29,2043,8,15,10,494.16,52.56,32944.38
6952,2025-10-24,721,43,2,12,185.25,17.31,22145.05
6955,2025-10-18,2922,66,7,1,1286.46,194.71,235899.36
6962,2025-12-21,2082,39,14,8,1240.6,250.11,172069.57
6974,2025-12-03,698,37,11,10,132.11,17.81,24600.02
6982,2026-02-13,1411,69,1,6,574.8,44.82,98912.26
6994,2025-05-13,2814,45,1,7,1173.0,76.26,219686.54
6999,2025-12-20,2810,47,1,9,172.98,36.13,16477.58
7003,2025-12-29,1871,48,14,6,1779.95,144.53,86458.57
7036,2025-09-11,1503,33,12,10,1367.89,163.67,182873.28
7042,2025-03-06,1441,55,2,11,497.92,79.48,86679.8
7047,2025-11-22,1692,18,6,6,1133.32,68.24,186876.75
7061,2025-04-14,2826,27,7,6,815.73,196.3,65402.52
7062,2025-09-28,1948,55,13,2,271.26,24.97,23575.9
7070,2025-01-16,2203,57,8,2,1800.24,347.18,142340.74
7073,2025-08-24,1268,21,15,5,1121.98,117.14,201974.8
7079,2025-06-03,1965,3,13,10,1953.09,291.97,99624.01
7081,2025-01-02,368,55,10,1,1197.77,146.98,50471.5
7087,2026-02-16,1915,65,9,2,795.7,47.07,17598.83
7090,2025-10-14,1483,65,13,7,690.71,60.16,25802.51
7093,2025-07-08,2268,54,14,7,1880.4,402.17,84167.57
7094,2025-02-03,1204,29,5,10,1230.6,296.51,215018.93
7097,2025-06-23,2418,11,2,10,526.46,64.94,89410.98
7104,2025-02-03,2194,46,3,4,1845.57,98.53,105097.0
7116,2025-10-22,104,62,3,4,562.24,98.37,31094.55
7123,2025-08-17,1099,70,7,10,429.79,61.34,57116.17
7132,2026-01-28,418,11,12,7,927.24,171.51,123039.75
7154,2025-09-28,333,57,9,2,149.85,25.95,17453.76
7166,2025-07-21,2388,45,4,11,1357.24,253.76,264355.77
7175,2025-04-01,1797,32,3,4,1119.68,221.68,130255.33
7190,2025-11-04,468,58,3,4,1489.43,98.08,82002.22
7191,2025-05-22,2827,32,14,8,117.44,20.14,19480.85
7194,2025-02-11,1114,38,1,2,984.1,185.67,135740.9
7210,2025-11-11,534,26,15,10,620.27,52.92,99116.65
7232,2025-10-17,2642,49,15,12,953.32,230.48,67041.37
7254,2025-06-06,1257,45,15,12,927.36,169.58,102217.97
7258,2025-02-05,1063,10,4,6,1786.44,283.89,96533.94
7262,2025-06-06,1649,38,2,7,1216.85,80.73,60288.89
7265,2025-07-16,1439,56,9,8,143.33,8.01,3077.07
7270,2025-06-21,2505,74,15,7,449.99,63.27,35835.77
7282,2025-06-21,2576,53,2,5,355.64,27.97,35390.77
7284,2025-10-17,116,22,4,5,913.09,1542.73,24940.49
7288,2025-05-04,2907,63,1,7,1215.92,238.18,103405.56
7298,2026-02-19,1655,5,2,1,1389.75,165.58,58370.75
7299,2025-10-31,887,5,4,12,528.05,120.59,27901.3
7330,2025-12-02,2269,7,15,10,1739.66,174.33,299246.21
7331,2026-01-29,124,19,12,4,0.0,27.23,48649.46
7332,2025-11-02,2655,116,6,5,-414.35,84.85,19050.14
7362,2026-01-05,2632,40,1,7,349.99,25.52,33400.64
7363,2025-10-03,2185,52,10,9,1024.37,172.4,137558.75
7377,2025-01-20,2750,60,7,12,1744.56,166.43,249292.1
7379,2026-02-05,944,49,15,12,470.41,102.07,66697.11
7410,2025-04-24,2627,4,15,4,1310.1,210.88,85066.18
7415,2025-01-23,1131,41,5,12,880.79,105.39,150956.37
7426,2025-01-04,148,24,7,4,1979.1,373.73,375572.14
7429,2025-12-21,248,35,10,1,1279.55,85.21,106009.5
7431,2025-07-30,1930,45,5,9,384.54,61.04,70618.29
7452,2025-01-21,3663,21,12,7,278.99,25.96,11231.81
7459,2025-08-13,2001,3,5,4,1477.91,1816.38,73969.89
7462,2026-01-10,1589,62,11,5,1107.94,187.23,176408.12
7478,2025-12-24,1910,55,15,8,159.96,10.77,11566.57
7486,2025-05-14,2103,47,3,3,1749.98,367.05,153467.71
7488,2025-06-27,828,19,6,12,1585.24,96.6,98141.6
7502,2026-02-14,1436,52,8,9,86.14,6.78,11543.93
7525,2025-12-23,800,34,2,6,388.31,83.9,13031.14
7533,2025-02-22,3730,51,14,4,1054.6,194.94,148781.5
7541,2025-03-05,2937,61,11,3,-915.28,58.29,64910.6
7557,2025-04-08,1767,25,6,3,854.01,73.88,106881.68
7558,2025-10-14,2895,68,12,10,715.84,68.54,76807.55
7569,2025-01-02,1500,66,12,6,559.52,101.06,53825.36
7573,2025-06-15,243,56,15,3,974.92,133.21,85994.23
7589,2025-04-23,22,25,10,4,549.27,124.64,57213.82
7591,2026-02-19,992,48,10,4,1936.71,115.97,324162.53
7592,2025-05-30,947,35,2,8,270.19,38.64,47919.14
7627,2025-09-03,2501,3,15,11,1487.28,296.96,278028.61
7631,2025-06-18,1523,29,8,4,640.87,34.42,86414.2
7650,2025-05-28,257,25,6,7,1666.76,160.72,304486.77
7667,2025-05-21,2925,36,2,3,1704.77,326.48,124814.59
7677,2025-01-13,770,2,6,5,1586.81,351.38,166153.4
7686,2025-02-05,3532,23,3,3,1972.98,319.66,124248.87
7698,2025-11-10,632,75,10,6,311.69,18.1,19401.36
7715,2025-10-31,751,69,12,4,1813.89,315.1,112249.12
7735,2025-05-14,1287,6,2,12,479.66,98.84,76427.83
7741,2025-04-04,2556,2,4,1,1058.52,249.63,47109.0
7742,2025-03-19,817,14,13,6,1157.23,117.4,70803.17
7779,2025-07-15,1205,39,13,8,446.23,38.26,49929.74
7787,2025-09-01,2321,40,15,1,1903.24,238.69,380620.42
7792,2025-06-30,1161,59,8,12,1557.36,242.4,280576.71
7798,2025-02-10,2645,52,10,6,533.6,131.61,12965.22
7811,2025-09-20,410,76,4,3,957.75,51.33,60526.39
7822,2025-03-17,163,71,14,9,243.03,20.92,42468.27
7831,2025-07-02,1116,38,4,2,269.46,22.87,42538.35
7832,2025-09-23,987,12,11,9,826.53,134.36,121739.21
7839,2025-05-25,1385,40,13,10,1746.62,372.88,238148.16
7857,2025-01-11,1025,20,2,1,1906.67,322.13,253441.09
7872,2025-01-13,2461,78,2,6,1913.99,445.76,101843.11
7882,2025-09-15,2658,63,11,1,819.67,173.61,51658.98
7884,2025-12-01,1098,50,15,1,953.53,192.45,120652.16
7886,2026-02-15,2150,53,5,4,1693.35,323.51,49058.45
7892,2025-01-22,510,2,6,9,1812.36,235.24,52654.04
7896,2025-02-03,580,71,14,11,546.86,63.89,60248.05
7913,2025-09-22,511,15,3,4,386.16,37.04,26392.37
7916,2025-03-15,2729,76,9,10,594.41,49.87,12018.01
7924,2025-01-02,33,59,8,9,726.7,81.96,21455.47
7939,2025-11-12,2918,59,7,1,1357.27,164.23,189064.45
7942,2025-04-16,2091,79,1,1,1757.41,217.43,133262.19
7949,2025-12-02,1406,55,3,6,607.07,49.3,102093.85
7965,2025-05-10,524,54,1,3,1464.31,132.35,100867.29
7984,2025-10-25,2000,10,2,9,872.9,61.75,139250.8
7996,2026-01-30,2952,70,8,11,1193.08,177.76,78114.44
8006,2025-03-19,612,76,15,5,644.82,66.99,39111.94
8019,2025-05-07,1453,65,3,8,208.75,19.08,18345.43
8026,2025-06-18,380,22,15,4,885.42,99.56,119240.28
8040,2025-03-12,2044,73,11,4,275.48,18.3,42683.9
8047,2025-07-06,2624,73,5,1,1235.58,265.99,102239.47
8054,2025-09-28,2979,39,6,6,787.17,61.79,114756.16
8057,2025-06-24,1794,56,9,1,1224.1,227.61,242036.61
8058,2025-12-11,2435,15,15,11,1169.02,198.04,173348.54
8068,2025-01-26,2884,25,7,5,1471.74,258.35,60940.63
8070,2025-08-11,520,60,7,8,1337.68,117.17,99003.25
8071,2025-02-23,1364,32,8,2,1934.02,420.11,52353.72
8091,2025-04-22,1703,71,1,3,761.47,163.82,105013.88
8096,2025-02-10,681,9,12,2,432.85,34.56,77556.24
8098,2025-02-03,615,4,5,11,1145.38,64.35,139609.95
8111,2025-09-04,1799,95,3,3,1029.76,100.3,67201.04
8115,2025-05-02,2045,26,5,8,1534.57,370.71,120252.45
8116,2025-06-27,806,30,12,11,1386.78,101.8,119981.42
8119,2025-05-17,2756,73,6,5,1379.25,289.41,75959.36
8126,2025-05-13,1803,70,3,3,1571.96,375.81,221121.8
8129,2025-08-11,280,4,14,9,186.38,20.11,26393.39
8152,2025-11-07,440,34,13,1,1563.13,172.64,111607.12
8154,2026-01-14,2466,55,3,11,1847.74,251.87,312896.4
8168,2025-02-10,669,41,7,11,557.91,84.5,70972.59
8169,2025-10-31,1947,47,8,4,1150.26,144.31,62764.15
8176,2025-07-07,1930,8,5,10,276.89,32.15,43940.52
8184,2025-07-18,1748,46,9,12,264.88,19.85,12522.84
8191,2025-06-02,1866,22,2,4,995.44,76.89,104455.73
8218,2025-10-17,1038,43,10,9,159.85,11.14,14346.76
8221,2025-03-05,1133,23,11,5,0.0,301.46,102799.55
8233,2025-04-02,1285,28,13,10,505.34,31.31,27258.18
8243,2026-01-02,1223,46,9,1,979.41,155.44,160364.04
8254,2026-02-14,1888,68,5,6,498.76,59.81,39767.88
8260,2025-04-05,2636,56,2,3,1389.28,244.94,194511.37
8289,2025-01-22,1298,9,2,12,1882.28,208.31,364796.57
8305,2026-01-27,2272,9,3,6,437.89,58.65,31919.08
8321,2025-10-10,1513,60,5,3,1662.2,243.32,142443.48
8330,2025-07-03,2543,34,14,11,1266.89,216.64,162382.7
8335,2025-05-30,1943,54,13,5,1268.36,102.68,178705.4
8336,2026-01-07,42,77,10,12,428.86,70.2,25725.67
8354,2025-10-16,902,40,15,1,1086.55,264.2,190581.71
8363,2025-03-03,776,68,14,8,910.89,183.23,75020.8
8364,2025-12-28,880,50,6,9,1495.46,131.67,122909.84
8375,2025-05-24,2225,60,2,4,559.24,31.61,41779.08
8379,2025-02-18,2532,6,14,5,1554.89,120.39,122398.69
8384,2025-10-21,1912,68,7,12,1722.52,319.65,145763.58
8395,2025-12-22,53,25,10,8,-504.22,110.47,75223.24
8396,2025-01-28,1874,66,6,3,337.74,24.41,57014.04
8417,2025-08-21,1330,60,2,1,113.85,10.98,17932.88
8423,2025-06-29,2318,49,13,6,1636.15,397.75,158167.78
8427,2025-10-02,2021,18,9,10,1029.21,156.01,118500.29
8442,2025-04-11,285,59,11,12,398.44,98.41,24571.07
8448,2025-09-04,953,14,10,4,446.69,57.27,30367.13
8463,2025-04-01,628,18,4,11,927.3,90.55,96083.65
8464,2025-12-19,834,61,7,7,277.12,66.13,52548.68
8487,2026-01-31,1034,3,15,9,1075.83,76.66,193155.56
8505,2025-06-21,496,56,2,7,552.77,134.1,52674.26
8535,2025-04-13,988,17,15,3,798.41,87.18,117843.47
8545,2025-07-21,1541,60,12,7,1135.18,89.53,198780.84
8546,2025-07-20,2941,71,11,6,490.32,41.5,19833.55
8564,2025-09-11,601,68,3,3,858.49,196.89,138369.78
8565,2025-12-24,2565,69,2,11,82.27,8.57,15089.09
8572,2026-02-07,868,53,13,3,715.96,174.25,36020.36
8574,2025-10-01,2815,21,5,7,143.77,27.96,5529.23
8584,2025-01-01,1761,72,1,7,1663.81,117.82,78426.18
8588,2025-07-17,858,75,14,7,1689.16,110.21,148178.28
8593,2025-06-11,81,19,13,5,1672.62,260.0,196309.35
8605,2025-04-21,2437,37,3,3,1236.76,191.42,106393.56
8609,2025-05-30,616,61,10,5,810.93,186.74,146126.68
8617,2025-02-12,370,19,11,5,836.19,42.31,142592.12
8623,2025-08-16,1040,20,9,5,346.5,25.02,46554.6
8636,2025-08-10,2480,80,10,3,1794.11,108.43,265077.46
8639,2025-07-06,1734,8,2,8,-1225.78,189.68,29477.91
8648,2025-08-25,2165,8,2,2,1512.41,154.23,263432.55
8650,2025-02-23,1513,49,5,11,561.1,44.66,53734.46
8657,2025-11-27,148,29,8,11,188.83,42.93,29871.67
8665,2025-03-15,1576,4,1,6,849.76,1236.48,123904.31
8685,2025-04-21,2029,56,6,7,1367.64,129.42,35992.14
8686,2025-04-08,424,17,2,6,658.39,55.92,102120.54
8696,2025-04-16,1403,25,10,5,177.55,12.67,11971.02
8705,2025-07-18,2653,1,8,6,1359.52,70.26,91078.8
8714,2026-02-17,1464,78,1,11,1691.5,241.14,308952.56
8718,2025-01-18,1106,77,4,2,53.71,3.24,2526.97
8728,2025-07-01,2399,21,8,10,1891.16,363.78,93157.7
8736,2025-12-09,399,16,12,2,721.5,167.97,24353.2
8740,2025-04-15,1679,76,9,12,1134.09,245.66,110405.94
8754,2025-03-23,129,19,12,2,1671.73,243.93,272955.42
8770,2025-05-02,134,68,2,8,276.02,52.69,32843.43
8792,2025-12-08,1915,31,14,11,779.82,167.98,92022.91
8806,2025-01-21,2142,30,10,8,1157.06,181.51,34538.8
8837,2025-10-05,1465,11,8,2,1174.08,93.31,73445.75
8845,2025-10-09,856,47,2,10,972.27,224.23,41982.79
8856,2025-09-29,859,64,5,11,703.48,57.66,54985.84
8859,2025-06-07,2312,20,15,4,356.12,21.98,30653.68
8869,2025-06-11,201,19,4,3,1114.55,257.71,110247.83
8884,2025-02-21,978,75,15,3,967.05,192.69,184090.57
8885,2025-01-17,2533,41,9,9,297.21,63.64,15411.67
8895,2025-05-08,1640,26,1,12,824.86,89.06,17141.27
8923,2025-04-26,3565,14,12,7,1204.61,214.14,114466.21
8930,2025-03-05,169,58,8,5,133.75,14.4,8165.27
8957,2025-05-14,59,59,9,3,1617.96,351.48,206418.66
8968,2025-04-26,1746,35,14,5,196.76,17.79,17007.22
8970,2026-01-14,2522,58,14,4,281.25,49.09,20653.16
8976,2025-04-16,1784,70,12,1,338.19,57.06,40943.89
9017,2025-01-16,360,4,13,10,1223.57,292.01,219890.95
9051,2025-03-27,110,61,13,7,1117.03,111.16,208863.5
9059,2025-06-03,1296,71,4,6,135.62,7.43,7679.33
9060,2025-10-03,3592,5,3,6,329.67,30.37,53331.27
9071,2025-12-30,2682,109,7,5,1777.07,383.93,230477.18
9081,2025-08-17,2826,72,3,3,862.95,114.75,20144.27
9099,2025-06-01,2159,36,13,11,1509.84,165.3,97176.42
9112,2025-06-24,174,37,3,9,1121.42,60.92,113012.3
9113,2025-02-23,574,17,4,1,235.12,16.64,10386.56
9116,2026-02-04,457,48,12,2,801.86,51.54,37812.55
9119,2025-08-16,477,34,13,2,176.46,41.07,29545.9
9130,2025-05-04,2263,3,2,12,1626.19,394.58,302911.01
9131,2025-03-10,2539,20,13,10,790.98,97.76,144774.48
9134,2025-05-17,1734,13,8,5,608.19,118.67,98468.29
9141,2025-07-11,2148,6,13,12,1223.92,292.86,147752.99
9146,2025-04-16,467,17,14,7,1748.65,364.72,330587.9
9172,2025-11-29,1569,16,14,1,1554.98,100.73,113189.15
9194,2025-02-01,1276,13,13,4,352.27,75.93,14791.08
9215,2025-08-31,480,8,13,6,1966.7,469.2,169042.79
9228,2025-07-19,57,79,11,2,764.16,111.69,64152.41
9233,2025-03-14,1353,59,3,6,428.31,25.54,73368.43
9254,2025-07-08,2453,3,8,3,986.84,234.94,76500.98
9264,2026-02-01,2033,34,7,10,1618.04,134.58,136844.0
9271,2025-10-12,26,11,2,7,354.66,25.86,35502.76
9274,2025-04-02,2836,71,13,4,1738.77,111.03,326384.56
