id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado
3732,17659,2025-07-23,5901.43,Rechazado
3735,10887,2025-04-05,6699.66,No especificado
3739,4967,2025-06-04,4403.03,Cerrado
3740,2367,2025-06-06,13572.83,Rechazado
3750,22517,2025-04-30,9767.06,Abierto
3751,19788,2025-05-02,7428.92,Cerrado
3755,4604,2025-11-19,13775.77,Abierto
3763,1704,2025-07-15,12320.51,Abierto
3769,4977,2025-11-07,14455.19,Abierto
3770,14138,2025-04-01,4652.4,Cerrado
3777,5522,2025-02-13,13528.1,No especificado
3778,8641,2025-12-13,9202.38,No especificado
3784,13494,2025-01-01,8987.15,No especificado
3797,16276,2025-05-31,247.28,Cerrado
3799,24251,2025-10-30,1953.3,Cerrado
3801,8830,2025-04-25,11006.6,Abierto
3803,2350,2025-08-22,6513.24,Cerrado
3807,17630,2025-06-15,14344.65,Cerrado
3812,6378,2025-07-26,126.56,Abierto
3818,24035,2025-10-24,9710.45,Abierto
3819,18343,2025-05-09,11251.2,Cerrado
3823,14949,2025-10-07,9296.93,No especificado
3825,5970,2025-05-04,1391.81,Abierto
3826,24010,2025-10-19,11025.46,No especificado
3839,7205,2025-03-24,10722.02,Cerrado
3842,14173,2025-12-13,317.55,No especificado
3844,24397,2025-12-17,673.41,Cerrado
3872,17783,2025-08-22,4609.93,Abierto
3890,13316,2025-10-27,2845.96,No especificado
3893,16341,2025-02-04,10181.57,No especificado
3898,20310,2025-12-29,2568.94,Abierto
3899,17388,2025-04-26,13277.5,Abierto
3903,25702,2025-11-30,2313.15,No especificado
3911,21924,2025-02-18,3307.94,No especificado
3914,25744,2025-01-24,4960.45,Cerrado
3916,9475,2025-02-21,14788.84,Cerrado
3917,3586,2025-06-21,12543.32,Rechazado
3932,17046,2025-05-19,14230.21,Rechazado
3934,10194,2025-03-29,14427.22,Cerrado
3939,22679,2025-10-14,3423.81,Rechazado
3950,22453,2025-10-26,14097.2,No especificado
3953,3625,2025-07-12,4789.06,Abierto
3956,25840,2025-07-18,595.29,Cerrado
3962,24728,2025-03-22,-9975.57,Abierto
3964,14228,2025-12-07,11452.26,Cerrado
3966,7903,2026-01-16,8987.94,Cerrado
3967,13125,2025-03-29,10186.18,No especificado
3972,15237,2025-08-29,5647.36,Abierto
3985,14890,2025-02-01,4233.11,Abierto
4002,2692,2026-02-05,3239.02,Cerrado
4005,21732,2025-05-18,4388.31,Abierto
4026,12992,2025-06-26,9131.55,Cerrado
4028,17745,2025-12-19,769.52,Cerrado
4029,4185,2025-03-16,12036.71,Cerrado
4048,14037,2025-11-10,210.49,Abierto
4057,10452,2025-03-05,6291.7,No especificado
4059,8137,2025-01-13,3084.8,Abierto
4066,23425,2025-02-12,1239.42,Rechazado
4068,376,2025-02-11,2832.78,No especificado
4069,17063,2025-12-06,10230.93,Cerrado
4078,7214,2025-05-07,4542.89,No especificado
4089,20437,2025-09-27,8482.4,Cerrado
4097,12844,2025-08-25,6690.82,No especificado
4100,11101,2026-02-13,8089.76,Cerrado
4106,3880,2026-02-22,3573.06,Abierto
4108,2167,2025-06-09,7320.67,Abierto
4117,17179,2025-06-12,11132.46,Cerrado
4120,1894,2025-06-08,13268.93,Rechazado
4130,13332,2025-04-01,5304.16,Cerrado
4141,7754,2025-01-05,9327.54,Abierto
4149,10041,2025-04-23,12265.33,Abierto
4174,6308,2025-10-19,5615.52,Abierto
4175,10195,2026-02-24,6346.52,Abierto
4176,11532,2025-05-04,7059.85,Cerrado
4187,22597,2025-12-07,2577.14,Abierto
4192,11655,2025-03-13,7881.43,Cerrado
4195,6685,2025-04-16,9266.69,Cerrado
4199,10023,2025-07-17,12320.12,No especificado
4205,6686,2026-01-10,11494.9,Cerrado
4211,22179,2026-02-09,3176.21,No especificado
4216,12781,2025-05-20,6012.5,No especificado
4218,11744,2025-07-19,11364.46,Cerrado
4221,18407,2025-08-05,9420.79,Abierto
4222,19431,2025-12-13,8156.76,Abierto
4224,15592,2026-01-11,4653.24,Cerrado
4254,10627,2025-10-18,7291.11,Abierto
4260,13057,2025-07-15,5624.48,Cerrado
4272,24316,2025-01-12,8963.16,No especificado
4276,276,2025-07-21,462.82,Cerrado
4277,23332,2025-03-07,11557.57,No especificado
4279,17649,2025-09-15,1988.72,Cerrado
4283,20764,2025-10-06,-3812.07,Abierto
4290,5842,2025-06-26,11496.08,Cerrado
4292,25503,2025-09-06,11103.63,Cerrado
4298,19354,2025-03-09,2077.99,No especificado
4311,10133,2025-09-16,2926.38,Abierto
4326,23593,2025-03-08,14500.17,Cerrado
4328,16628,2025-05-07,9861.67,No especificado
4330,19032,2025-08-06,279.77,Abierto
4335,5364,2025-07-29,6890.05,Abierto
4338,21930,2025-07-26,877.1,Cerrado
4346,13017,2026-01-04,5474.39,No especificado
4351,18364,2025-08-25,5709.23,No especificado
4354,5163,2025-11-04,9295.32,No especificado
4361,25844,2026-01-30,9380.77,Abierto
4373,8367,2025-03-09,5896.25,Abierto
4380,1604,2025-04-04,9769.46,Cerrado
4383,19838,2025-03-20,4066.36,Abierto
4388,1592,2025-11-12,11207.46,Cerrado
4389,5850,2025-01-01,745.06,Cerrado
4399,20171,2025-02-01,2798.9,Cerrado
4407,10493,2025-04-07,2080.07,Rechazado
4421,19774,2025-02-05,3602.42,Rechazado
4424,24684,2025-11-20,5331.65,Abierto
4426,22702,2025-09-13,8845.67,Rechazado
4441,22667,2025-09-29,2315.32,No especificado
4446,8727,2025-04-26,10385.92,Cerrado
4458,18014,2025-05-05,8521.45,Rechazado
4461,19108,2026-01-07,5111.68,Rechazado
4470,11277,2026-01-17,8693.71,No especificado
4488,17432,2025-12-14,6045.18,No especificado
4491,3845,2025-04-21,13337.06,No especificado
4498,16975,2025-06-25,3166.6,No especificado
4501,21736,2025-08-23,12466.51,No especificado
4507,11613,2025-05-12,14274.09,Rechazado
4522,4758,2025-11-09,-1173.6,No especificado
4528,10627,2025-10-18,7291.11,Abierto
4557,20310,2025-12-29,2568.94,Abierto
4560,22453,2025-10-26,14097.2,No especificado
4571,18563,2025-10-09,11684.16,Rechazado
4577,17008,2025-06-04,2030.56,Abierto
4580,23259,2025-01-20,5724.16,Cerrado
4584,5850,2025-01-01,745.06,Cerrado
4587,20874,2025-01-29,5212.81,Cerrado
4607,12631,2025-04-16,11965.15,Rechazado
4620,10815,2025-10-11,14958.46,Abierto
